Crack1_30,Crack1_50,Crack2_30,Crack2_50,Crack3_30,Crack3_50,Crack4_30,Crack4_50,Crack5_30,Crack5_50,Crack6_30,Crack6_50,Anomaly_Label,Anomaly_Score,Anomaly_Status
-0.74556,0.38259,-1.2753,2.42307,4.27716,-1.25568,0.81423,3.26673,-0.23544,5.70942,3.2373,2.09934,1,0.1063100853101861,Normal
-0.981,1.15758,-1.19682,3.09996,2.62908,0.03924,0.62784,2.88414,-0.89271,5.06196,3.83571,2.93319,1,0.11005990793244852,Normal
-1.15758,2.58984,-1.45188,3.40407,2.97243,-1.09872,0.45126,2.19744,-2.30535,4.58127,3.4335,1.33416,1,0.10559992223762826,Normal
-0.85347,2.11896,-1.57941,3.16863,2.99205,0.0,0.4905,2.08953,-1.80504,4.6107,3.52179,1.04967,1,0.11466840643969528,Normal
-1.15758,1.42245,-1.18701,4.08096,2.51136,0.90252,-0.13734,0.21582,-0.34335,3.34521,4.44393,1.80504,1,0.11251009206366014,Normal
-1.2753,0.62784,-0.21582,3.39426,2.56041,0.28449,0.41202,-1.36359,-1.43226,3.05091,3.55122,0.28449,1,0.124419810915613,Normal
-1.0791,-0.51993,-0.06867,2.46231,2.80566,-0.52974,-0.46107,-2.96262,-1.52055,2.21706,4.13982,-0.7848,1,0.12023809891117798,Normal
-0.85347,0.56898,-0.21582,3.02148,3.42369,-0.08829,0.0,-2.09934,-0.82404,2.5506,1.98162,1.79523,1,0.1280835175657674,Normal
-0.81423,0.02943,-0.00981,2.2563,2.39364,-0.1962,-0.97119,-2.92338,-0.03924,1.36359,1.94238,2.88414,1,0.1432719870032363,Normal
-1.35378,0.21582,-0.15696,2.1582,1.26549,-1.72656,-0.28449,-2.39364,-1.13796,0.82404,-0.1962,3.40407,1,0.1593810328487762,Normal
-0.35316,0.43164,-0.28449,2.7468,1.93257,-2.1582,-0.1962,-1.34397,-0.02943,0.61803,-1.58922,3.96324,1,0.15151880268353551,Normal
-0.44145,-1.14777,-0.03924,4.44393,1.13796,-1.67751,-0.46107,-0.45126,0.11772,0.14715,-1.82466,4.89519,1,0.1404372484816912,Normal
-0.17658,-0.77499,-0.45126,3.64932,0.82404,-1.53036,0.17658,-1.06929,0.60822,-0.83385,-1.44207,5.66037,1,0.14487072541114054,Normal
0.35316,-1.03005,0.36297,3.70818,1.52055,-3.924,0.0,-0.25506,0.06867,-0.93195,-2.90376,6.10182,1,0.12331420233239321,Normal
0.28449,0.40221,0.59841,3.2373,1.82466,-2.26611,-0.33354,-0.77499,1.59903,-0.77499,-4.29678,7.23978,1,0.10822996812307945,Normal
0.51012,1.13796,0.981,3.25692,0.66708,-2.28573,-0.0981,0.21582,0.85347,-0.99081,-5.11101,8.54451,1,0.09064692643615846,Normal
0.37278,0.38259,0.84366,2.943,1.65789,-3.18825,0.75537,0.07848,2.12877,-2.34459,-6.69042,9.17235,1,0.0577527626432095,Normal
0.63765,0.47088,0.69651,2.92338,1.03986,-6.14106,0.59841,-0.07848,1.03005,-1.34397,-7.62237,10.37898,1,0.0407211401805706,Normal
0.63765,1.00062,1.62846,3.59046,1.77561,-2.71737,0.53955,1.5696,1.6677,-1.98162,-7.44579,9.82962,1,0.042394947296075625,Normal
0.23544,0.66708,1.22625,4.29678,0.3924,-2.62908,0.97119,1.72656,1.04967,-2.00124,-8.02458,8.50527,1,0.06504897239813179,Normal
0.57879,-0.41202,1.09872,2.90376,0.80442,-1.33416,1.44207,1.54017,2.44269,-1.81485,-8.829,8.99577,1,0.049230456795165745,Normal
0.77499,-0.13734,1.58922,5.31702,1.41264,-1.88352,1.32435,1.23606,1.08891,-0.77499,-8.15211,8.00496,1,0.0625494689584461,Normal
-0.38259,0.26487,2.00124,5.75847,2.44269,0.51993,1.4715,0.45126,1.77561,0.27468,-6.2784,7.07301,1,0.05187747271246951,Normal
-0.08829,2.10915,2.30535,5.04234,0.90252,-0.5886,1.67751,0.83385,0.981,1.81485,-6.82776,7.01415,1,0.07184777041799728,Normal
-0.03924,3.03129,1.60884,4.88538,1.51074,-1.48131,2.18763,0.61803,0.74556,1.98162,-6.3765,6.24897,1,0.0681898284557283,Normal
-0.46107,4.43412,1.6677,3.3354,1.84428,-2.30535,2.11896,0.4905,0.63765,2.52117,-6.48441,4.49298,1,0.07667310246800352,Normal
-1.02024,3.97305,1.63827,3.19806,2.29554,-0.54936,1.54998,1.83447,-0.57879,2.70756,-4.10058,3.12939,1,0.09635031704580516,Normal
-0.48069,3.00186,1.2753,1.60884,2.92338,-1.36359,2.08953,2.58984,-1.04967,3.57084,-3.65913,2.1582,1,0.09992748252686406,Normal
-0.83385,3.57084,0.43164,2.03067,3.76704,-1.65789,1.65789,2.37402,-1.10853,3.15882,-4.38507,1.93257,1,0.08026560256072701,Normal
-0.96138,1.88352,1.03005,2.73699,3.61989,-0.75537,1.68732,3.11958,0.01962,4.25754,-2.49174,0.85347,1,0.10864441124033652,Normal
-1.70694,3.47274,0.67689,2.83509,4.24773,-0.95157,1.1772,3.29616,-1.00062,5.61132,-1.95219,-0.4905,1,0.10191857162607876,Normal
-1.28511,4.32621,0.04905,0.981,4.20849,-1.79523,1.09872,3.84552,-0.981,5.85657,-2.46231,-0.22563,1,0.10892099425382407,Normal
-1.38321,5.13063,-0.08829,0.94176,3.49236,-3.34521,0.97119,3.81609,-1.44207,6.11163,0.43164,0.79461,1,0.10310909089999487,Normal
-1.16739,4.73823,0.40221,0.24525,3.84552,-2.03067,0.16677,4.14963,-2.0601,6.23916,0.63765,0.07848,1,0.1021944020952209,Normal
-1.0791,4.58127,-0.05886,0.21582,2.90376,-4.14963,-0.00981,4.34583,-1.92276,6.75909,1.28511,-0.30411,1,0.10820830745063498,Normal
-0.86328,2.98224,-0.87309,-2.60946,2.70756,-3.41388,-0.12753,4.95405,-2.5506,5.43474,0.24525,1.09872,1,0.10794597578727322,Normal
-0.55917,1.64808,-0.32373,-1.18701,2.47212,-1.91295,-0.93195,4.39488,-1.4715,5.27778,0.59841,2.52117,1,0.12874450545097904,Normal
-0.74556,0.32373,0.18639,0.24525,1.43226,-1.13796,-0.61803,4.00248,-1.85409,4.23792,3.26673,2.22687,1,0.13201322972119817,Normal
-0.36297,-0.15696,-0.06867,0.28449,0.63765,-0.42183,-0.45126,2.06991,-2.0601,4.72842,2.3544,3.18825,1,0.13609738317403297,Normal
-0.16677,0.57879,0.06867,0.1962,1.71675,-0.6867,-0.92214,1.54998,-3.0411,3.97305,1.72656,3.19806,1,0.14533600254128481,Normal
0.03924,1.88352,0.24525,1.28511,0.6867,-0.60822,-1.29492,0.15696,-2.11896,3.36483,2.82528,4.53222,1,0.14017782879421214,Normal
1.18701,1.94238,0.43164,1.22625,-0.60822,-0.37278,-1.2753,-0.21582,-3.27654,3.40407,2.83509,5.12082,1,0.12919994929891604,Normal
0.7848,2.65851,0.45126,0.57879,-0.92214,-0.41202,-1.5696,-1.36359,-2.06991,3.54141,2.943,5.02272,1,0.13091531627005776,Normal
0.42183,1.03005,0.36297,0.92214,-1.34397,-1.5696,-1.52055,-1.08891,-1.8639,2.2563,2.65851,4.18887,1,0.1383985311968577,Normal
1.39302,1.13796,0.89271,0.94176,-1.24587,-0.7848,-1.43226,-1.24587,-0.99081,1.52055,1.1772,5.75847,1,0.15125953367908218,Normal
1.90314,-0.32373,0.86328,1.94238,-2.31516,-0.32373,-2.02086,-1.53036,-0.42183,1.06929,1.32435,7.24959,1,0.11975241686859972,Normal
1.21644,-1.31454,1.59903,2.3544,-1.42245,0.53955,-1.84428,-1.34397,-0.50031,1.09872,-0.40221,7.44579,1,0.12054172470934016,Normal
1.34397,-0.80442,0.70632,3.01167,-1.15758,-0.00981,-1.5696,-0.67689,0.2943,0.48069,0.05886,6.48441,1,0.1423287802542274,Normal
1.94238,-0.12753,0.95157,4.30659,-1.04967,-0.75537,-1.55979,-0.87309,0.2943,-0.24525,-1.44207,7.68123,1,0.11273935868305984,Normal
1.46169,1.22625,0.46107,3.46293,-2.29554,-2.48193,-1.65789,-0.70632,0.86328,0.27468,-2.63889,8.96634,1,0.0900066027279306,Normal
1.42245,0.59841,1.28511,2.43288,-0.8829,-2.33478,-1.57941,0.67689,1.50093,0.51993,-3.88476,7.23978,1,0.10713402891279666,Normal
1.61865,0.08829,0.54936,2.47212,-1.38321,-3.49236,-1.48131,0.70632,1.06929,-0.01962,-4.2183,5.89581,1,0.10684328827532935,Normal
1.61865,-1.39302,-0.40221,3.21768,-1.05948,-1.29492,-1.50093,2.943,0.89271,0.34335,-6.44517,7.51446,1,0.07534442104744371,Normal
1.92276,-2.77623,0.21582,3.47274,-1.19682,0.31392,-1.09872,2.69775,1.32435,1.54998,-4.91481,9.01539,1,0.06202035059462163,Normal
0.70632,-3.75723,1.22625,3.56103,-0.04905,0.77499,-0.27468,2.43288,2.42307,1.45188,-5.1012,9.21159,1,0.0460053299343563,Normal
1.57941,-4.05153,-0.27468,3.2373,0.15696,-1.81485,0.21582,2.26611,2.18763,2.1582,-6.91605,7.63218,1,0.04746902014974075,Normal
1.34397,-3.26673,0.32373,4.2183,-0.71613,-1.57941,0.33354,3.61989,1.60884,2.2563,-6.29802,8.11287,1,0.057193812004254885,Normal
1.26549,-1.46169,0.26487,3.22749,-0.35316,-1.22625,0.81423,2.23668,0.8829,2.86452,-6.43536,7.83819,1,0.07147739994495039,Normal
1.02024,-0.47088,-0.20601,1.39302,-0.28449,0.51012,0.92214,2.23668,1.53036,2.20725,-4.16925,5.6898,1,0.11757787381644424,Normal
0.89271,0.52974,-0.93195,0.31392,-0.00981,-0.51012,1.40283,1.28511,1.77561,2.67813,-5.7879,2.82528,1,0.10215266795355438,Normal
0.43164,-0.35316,-0.87309,0.80442,0.20601,0.97119,1.4715,2.43288,1.11834,3.35502,-4.65975,3.61989,1,0.11180677448751664,Normal
0.77499,-1.09872,-0.47088,2.09934,-0.10791,2.72718,1.70694,2.67813,2.31516,3.4335,-3.8259,2.38383,1,0.10806654997172244,Normal
0.03924,-0.82404,-0.44145,1.30473,1.12815,1.45188,2.06991,2.01105,1.91295,4.27716,-2.76642,1.74618,1,0.13498139992629055,Normal
-1.24587,-0.53955,-0.76518,1.42245,1.44207,0.30411,1.59903,2.61927,1.65789,4.52241,-1.68732,-0.2943,1,0.13674118033153054,Normal
-1.32435,1.12815,0.17658,2.26611,1.4715,0.77499,1.41264,3.02148,1.5696,5.87619,-1.18701,0.12753,1,0.13995912201464056,Normal
-1.33416,2.57022,-0.66708,2.76642,1.45188,1.35378,1.49112,2.943,0.51012,6.11163,-2.16801,0.0981,1,0.12458113060333992,Normal
-1.50093,4.00248,-0.28449,1.42245,2.85471,-0.31392,0.66708,1.87371,-0.28449,5.15025,0.54936,-1.18701,1,0.13520393611820525,Normal
-2.42307,3.06072,-0.85347,-0.83385,1.79523,-0.63765,0.48069,2.54079,0.17658,4.33602,-1.31454,-2.46231,1,0.1290861182769995,Normal
-1.61865,2.93319,0.0,-0.05886,1.09872,-0.83385,0.60822,3.08034,0.66708,5.03253,-0.95157,-1.73637,1,0.14093537746987067,Normal
-0.94176,1.74618,-0.87309,0.0981,0.53955,0.43164,-0.1962,2.69775,-0.63765,3.87495,0.3924,-1.59903,1,0.16394542176423427,Normal
-0.981,1.57941,-0.73575,0.79461,2.47212,0.15696,-0.32373,1.91295,-1.08891,4.48317,-0.32373,-0.80442,1,0.14904646883864697,Normal
-1.39302,0.41202,-0.51993,1.13796,1.14777,-0.56898,-0.52974,1.22625,-0.60822,4.38507,1.38321,0.23544,1,0.16150231766993084,Normal
-0.34335,-0.53955,-0.52974,3.34521,1.24587,-0.37278,-0.14715,2.17782,-0.74556,4.71861,-0.73575,1.39302,1,0.14935768826369628,Normal
0.36297,-0.20601,-1.16739,3.08034,0.85347,-1.78542,-0.86328,1.03005,-2.61927,4.54203,0.74556,1.88352,1,0.13629410303663464,Normal
0.42183,1.09872,-0.4905,2.05029,0.66708,-3.5316,-1.45188,-0.15696,-1.23606,4.29678,-0.25506,3.26673,1,0.13636471566382447,Normal
0.79461,-0.42183,-1.09872,0.80442,-0.33354,-3.924,-1.55979,-0.83385,-0.96138,4.3164,0.0981,3.32559,1,0.14159554389852258,Normal
2.09934,-0.10791,-0.73575,1.28511,-0.84366,-1.22625,-0.96138,-0.59841,-0.76518,3.47274,-1.24587,4.69899,1,0.14119246550782605,Normal
2.3544,-0.51993,-0.90252,3.11958,-0.92214,-2.81547,-1.69713,-2.1582,-1.42245,2.22687,0.5886,4.38507,1,0.12559344108988812,Normal
2.69775,-1.19682,-1.49112,1.80504,-1.01043,-2.66832,-1.46169,-1.48131,-0.89271,1.25568,-2.21706,7.19073,1,0.12063590720947981,Normal
2.54079,-0.81423,-0.79461,1.88352,-2.52117,-1.15758,-1.44207,-2.70756,-0.67689,1.10853,-0.52974,5.82714,1,0.12420281820857582,Normal
3.38445,-0.35316,-0.53955,3.76704,-3.03129,0.0,-1.12815,-3.14901,-1.05948,1.16739,-0.52974,6.4746,1,0.10042108638079195,Normal
3.97305,-0.23544,-0.7848,4.10058,-2.56041,-0.14715,-1.24587,-3.08034,-0.44145,0.48069,-2.5506,6.51384,1,0.09005817517081915,Normal
3.52179,0.81423,0.89271,4.87557,-2.38383,0.03924,-1.26549,-1.97181,0.81423,0.90252,-3.12939,6.92586,1,0.08496614594728363,Normal
2.75661,1.59903,0.24525,5.41512,-3.12939,1.10853,-1.57941,-2.00124,0.60822,0.77499,-3.61008,7.03377,1,0.0805546449101241,Normal
3.74742,1.7658,-0.01962,6.75909,-2.93319,2.42307,-1.36359,-2.21706,0.36297,0.89271,-2.8449,7.60275,1,0.06169052139693354,Normal
2.59965,1.78542,0.46107,5.2974,-3.29616,0.93195,-0.72594,-1.7658,1.81485,0.82404,-3.51198,8.39736,1,0.06914185542722684,Normal
2.34459,1.89333,0.90252,4.92462,-3.05091,2.19744,-0.61803,-0.82404,1.26549,0.62784,-5.62113,9.21159,1,0.05330879016122714,Normal
1.77561,1.22625,0.76518,5.38569,-3.80628,1.49112,-0.05886,-0.54936,1.38321,1.63827,-4.19868,8.72109,1,0.07007013195951772,Normal
1.61865,1.36359,1.06929,6.48441,-3.2373,0.52974,0.32373,-0.2943,1.49112,2.09934,-4.98348,8.67204,1,0.05303746407388443,Normal
1.35378,1.31454,1.61865,5.99391,-4.13001,1.01043,-0.18639,0.51993,2.83509,3.09996,-5.64075,8.90748,1,0.011157837598811282,Normal
1.5696,2.69775,1.50093,4.93443,-3.26673,2.41326,0.22563,1.45188,0.66708,4.59108,-4.91481,10.16316,1,0.050473373188709925,Normal
0.38259,3.25692,1.24587,5.52303,-2.66832,0.96138,0.31392,1.64808,1.41264,5.1012,-3.76704,10.18278,1,0.04477050045594494,Normal
0.92214,3.27654,0.60822,4.62051,-1.79523,2.96262,0.21582,1.34397,0.79461,5.86638,-2.61927,9.55494,1,0.07838374735578141,Normal
0.50031,3.20787,0.8829,2.18763,-2.61927,1.10853,0.72594,1.91295,1.68732,6.59232,-4.43412,7.66161,1,0.06599981353526163,Normal
-0.22563,3.61008,0.1962,1.95219,-1.82466,1.38321,0.99081,1.15758,1.15758,7.3575,-2.02086,6.84738,1,0.13165084855665748,Normal
-0.41202,2.76642,0.11772,3.49236,-1.53036,-0.26487,1.06929,1.1772,1.94238,7.75971,-1.80504,6.12144,1,0.11243877679115466,Normal
0.0,3.20787,-0.01962,2.07972,-0.10791,1.19682,1.21644,0.33354,1.55979,8.05401,-2.76642,5.47398,1,0.11565601433862749,Normal
-0.73575,4.38507,-0.8829,0.86328,-1.7658,0.86328,0.95157,0.70632,0.31392,8.829,-1.12815,4.23792,1,0.11372888759935301,Normal
-0.26487,4.27716,-0.54936,0.0,-1.43226,2.07972,1.39302,1.01043,0.97119,8.86824,0.23544,3.54141,1,0.11836466417391917,Normal
-0.47088,5.14044,0.04905,1.03005,0.28449,3.61008,1.24587,-0.17658,1.48131,8.06382,0.08829,2.51136,1,0.11640671105447292,Normal
-0.45126,5.03253,-0.42183,-1.45188,1.13796,4.28697,0.51012,-1.14777,2.04048,6.80814,1.03986,0.96138,1,0.12419702933186416,Normal
-0.51993,4.22811,-0.77499,-2.13858,0.07848,4.36545,0.56898,-0.73575,0.8829,6.35688,0.04905,-0.54936,1,0.13095627585469477,Normal
-1.02024,3.76704,-0.60822,-0.65727,-0.36297,4.71861,0.63765,-0.48069,1.24587,6.09201,2.53098,0.05886,1,0.13027386817525688,Normal
-0.82404,3.16863,-0.59841,0.85347,1.40283,4.32621,0.24525,-2.23668,1.49112,5.53284,2.6487,1.02024,1,0.13074583834362907,Normal
-1.05948,1.61865,-0.99081,-1.46169,1.42245,3.75723,-0.01962,-2.5506,1.26549,4.78728,1.3734,1.21644,1,0.15632421632009735,Normal
-0.65727,1.79523,-0.5886,-0.36297,0.84366,1.29492,0.31392,-2.67813,-0.47088,4.71861,1.95219,2.6487,1,0.14853101545151803,Normal
-0.32373,1.41264,0.35316,0.64746,0.38259,0.51012,-0.08829,-2.81547,0.06867,2.80566,1.55979,3.56103,1,0.15701403371167627,Normal
-0.25506,0.69651,0.46107,0.70632,0.95157,1.90314,-0.1962,-3.3354,-0.95157,1.31454,0.981,3.78666,1,0.16093288456758764,Normal
0.20601,-0.77499,0.46107,-1.98162,0.51012,1.28511,-1.03005,-2.70756,-0.07848,0.71613,1.18701,4.05153,1,0.15250385820659573,Normal
0.79461,-1.43226,1.09872,0.90252,0.05886,0.96138,-1.18701,-2.83509,-1.20663,0.32373,1.02024,5.28759,1,0.14985992363213174,Normal
0.47088,-2.48193,0.97119,1.60884,-0.43164,0.2943,-1.0791,-3.87495,-0.2943,-0.8829,0.92214,7.81857,1,0.1300430604244695,Normal
0.66708,-3.27654,0.03924,1.3734,-0.35316,0.28449,-0.63765,-4.72842,-1.15758,-0.981,0.92214,8.86824,1,0.11139643225327978,Normal
1.2753,-2.8449,0.7848,0.37278,-1.48131,-2.57022,-1.18701,-4.25754,-1.6677,-2.30535,0.24525,9.88848,1,0.10437629792401759,Normal
1.55979,-2.27592,0.74556,2.61927,-1.73637,-4.25754,-1.43226,-4.17906,-1.51074,-1.78542,-0.23544,9.33912,1,0.0876422911510894,Normal
1.52055,-3.05091,0.75537,3.44331,-2.59965,-3.52179,0.13734,-4.45374,-0.69651,-3.06072,-0.47088,8.65242,1,0.0860088044135896,Normal
1.57941,-2.83509,0.85347,3.63951,-2.86452,-1.44207,-0.62784,-3.93381,-3.01167,-2.97243,-0.32373,8.61318,1,0.07141835041908345,Normal
1.59903,-1.78542,1.89333,2.89395,-2.96262,-2.24649,-1.09872,-3.10977,-2.4525,-2.09934,0.45126,9.00558,1,0.07757056185550715,Normal
2.0601,-2.50155,1.72656,4.96386,-4.10058,0.02943,-0.75537,-3.07053,-2.4525,-2.59965,-1.35378,9.74133,1,0.04532786423674695,Normal
0.63765,-2.37402,2.1582,5.94486,-5.32683,3.1392,-0.28449,-3.75723,-0.92214,-1.71675,-2.29554,8.78976,1,0.05453947300677653,Normal
1.35378,-0.97119,1.34397,4.6107,-4.13001,1.16739,-1.35378,-2.82528,-1.54017,-0.20601,-1.74618,8.46603,1,0.08167177706820455,Normal
1.02024,-0.92214,1.97181,5.31702,-5.21892,2.33478,-1.23606,-3.0411,-0.54936,0.61803,-2.14839,8.9271,1,0.05049424525480972,Normal
0.89271,0.05886,1.69713,5.93505,-6.20973,2.51136,-1.1772,-2.5506,-0.46107,0.92214,-4.04172,9.56475,1,0.030861433336265565,Normal
1.23606,0.70632,1.59903,7.23978,-5.3955,3.21768,-1.16739,-2.34459,-0.46107,2.50155,-3.93381,8.11287,1,0.04772816437242311,Normal
0.51012,2.08953,1.70694,6.45498,-4.78728,2.77623,-1.00062,-1.22625,-0.66708,3.37464,-2.61927,8.58375,1,0.06933952335370014,Normal
0.33354,2.4525,0.90252,5.62113,-5.20911,3.76704,-1.11834,-0.48069,-1.33416,4.1202,-1.54017,9.0252,1,0.05493139656784857,Normal
0.11772,1.65789,1.23606,6.69042,-6.21954,4.67937,-0.95157,0.10791,-1.05948,4.35564,-3.11958,8.91729,1,0.008718062810907479,Normal
-0.06867,2.51136,1.94238,6.55308,-4.18887,4.76766,-0.74556,0.1962,-1.10853,5.96448,-2.54079,8.12268,1,0.03626148028303178,Normal
-0.05886,1.64808,1.52055,5.66037,-3.38445,2.67813,-0.71613,0.74556,0.3924,7.1613,-2.13858,8.85843,1,0.07220484640183283,Normal
-0.51993,3.03129,1.71675,5.40531,-3.06072,1.49112,-0.90252,1.03986,-0.05886,7.62237,-2.46231,8.4366,1,0.07227768027572029,Normal
-1.0791,2.05029,1.59903,4.67937,-2.58003,1.14777,-1.44207,0.60822,-0.8829,8.59356,-3.29616,8.50527,1,0.050687416771816596,Normal
-0.27468,4.93443,0.50031,5.12082,-1.20663,0.51993,-0.34335,0.4905,0.5886,8.48565,-2.11896,7.49484,1,0.07385712819883644,Normal
-0.31392,4.66956,-0.04905,3.35502,-1.24587,-1.19682,0.05886,0.59841,1.15758,8.66223,-1.03005,7.89705,1,0.07472703816198167,Normal
-1.01043,4.4145,-0.32373,2.69775,-0.93195,1.2753,-0.47088,1.15758,1.31454,8.59356,-1.15758,6.28821,1,0.10669360281401369,Normal
-0.48069,4.08096,-0.22563,1.44207,-0.15696,0.52974,-0.17658,1.50093,0.06867,8.60337,0.33354,5.99391,1,0.1223299516445554,Normal
-0.23544,3.96324,-0.35316,2.56041,0.60822,1.71675,0.33354,2.13858,1.67751,7.93629,2.70756,5.02272,1,0.11416992041759955,Normal
-0.38259,2.5506,-1.24587,2.12877,0.86328,1.09872,0.85347,2.05029,1.41264,8.69166,2.80566,3.88476,1,0.11174147533526596,Normal
-1.16739,1.87371,-0.60822,1.58922,0.86328,2.90376,0.2943,1.09872,1.43226,7.5537,1.89333,2.97243,1,0.13461599378755962,Normal
-0.8829,1.24587,0.14715,0.64746,2.1582,1.70694,0.55917,0.72594,0.84366,6.87681,3.14901,1.6677,1,0.14155870479468097,Normal
-0.56898,1.98162,0.08829,2.23668,2.34459,-0.5886,0.61803,-0.33354,1.2753,6.35688,2.943,1.69713,1,0.1300024694902387,Normal
-1.03005,1.88352,-0.89271,0.94176,2.72718,-1.04967,0.46107,-0.89271,2.77623,4.74804,2.2563,0.8829,1,0.11823819995047063,Normal
-1.0791,0.71613,-0.42183,1.35378,2.51136,0.61803,-0.07848,-0.99081,0.85347,3.11958,2.43288,1.01043,1,0.1508432515344374,Normal
-0.34335,-1.18701,0.34335,0.10791,2.17782,0.10791,0.26487,-0.55917,0.14715,3.15882,2.49174,2.86452,1,0.14876771743140993,Normal
0.37278,-1.3734,-0.15696,1.09872,2.19744,-1.0791,0.33354,-1.20663,1.29492,2.52117,3.5316,4.0221,1,0.13381768249650094,Normal
0.55917,-1.962,0.03924,1.59903,1.99143,0.51993,0.93195,-2.5506,0.44145,0.89271,3.3354,3.81609,1,0.1375453318448494,Normal
0.90252,-3.3354,0.91233,2.06991,1.80504,0.28449,0.63765,-2.32497,-0.47088,1.06929,1.20663,3.79647,1,0.14453850844208077,Normal
1.03005,-4.32621,1.71675,2.06991,1.2753,-2.46231,0.59841,-3.22749,-0.97119,0.76518,2.30535,5.16987,1,0.13081404088926774,Normal
0.83385,-3.50217,1.92276,3.50217,0.94176,-3.51198,0.10791,-4.19868,-1.46169,-0.16677,0.92214,4.47336,1,0.12623053393704353,Normal
1.08891,-3.07053,1.55979,2.53098,0.81423,-2.06991,0.28449,-4.26735,-1.42245,-1.12815,0.61803,5.40531,1,0.13797349005180248,Normal
1.23606,-4.88538,1.90314,2.57022,0.35316,-3.48255,0.15696,-3.71799,-2.83509,-1.44207,0.17658,7.67142,1,0.09183177126804176,Normal
1.32435,-5.06196,2.72718,3.52179,0.12753,-2.1582,-0.35316,-3.98286,-2.52117,-0.89271,-1.64808,10.13373,1,0.07235897977083139,Normal
1.36359,-4.87557,1.60884,3.91419,0.28449,-2.62908,-0.17658,-3.85533,-2.47212,-0.83385,-0.08829,9.2214,1,0.08040352182020499,Normal
1.14777,-3.66894,2.11896,3.46293,-0.4905,0.4905,-0.60822,-3.36483,-2.01105,-1.14777,-1.53036,9.91791,1,0.08468779651015801,Normal
1.49112,-4.00248,3.10977,4.905,-1.25568,-0.93195,-0.90252,-2.95281,-2.23668,0.42183,-1.55979,10.45746,1,0.05828838830205835,Normal
0.80442,-2.88414,2.85471,4.54203,-0.87309,2.32497,-0.8829,-4.46355,-2.14839,1.35378,-3.79647,10.2024,1,0.05821321804955687,Normal
-0.48069,-0.36297,2.65851,4.73823,-1.39302,2.6487,-1.12815,-4.14963,-2.63889,1.98162,-2.95281,8.19135,1,0.07227198772115828,Normal
-0.13734,0.23544,2.96262,3.85533,-2.63889,3.68856,-1.55979,-3.67875,-2.88414,2.63889,-3.48255,8.03439,1,0.05241950003443163,Normal
0.12753,0.0,2.08953,4.18887,-2.71737,2.12877,-1.55979,-3.10977,-3.90438,3.93381,-2.65851,8.11287,1,0.060394167600446025,Normal
-1.19682,0.38259,2.09934,3.46293,-2.38383,4.01229,-1.28511,-3.67875,-1.52055,3.58065,-3.02148,7.59294,1,0.07004159736122356,Normal
-1.19682,1.55979,1.46169,3.65913,-3.924,2.81547,-2.01105,-2.92338,-2.00124,4.09077,-2.54079,7.12206,1,0.08329136859425817,Normal
-1.15758,2.50155,1.55979,2.51136,-4.46355,4.32621,-1.74618,-2.08953,-1.25568,4.33602,-4.11039,6.46479,1,0.06946068444733833,Normal
-1.23606,2.8449,0.92214,4.00248,-3.54141,2.96262,-1.43226,-1.25568,-1.03005,5.24835,-2.13858,6.77871,1,0.09543440014126114,Normal
-1.15758,3.85533,1.88352,2.1582,-2.75661,3.75723,-1.80504,-0.8829,-1.35378,6.34707,-2.56041,5.33664,1,0.09846197386806987,Normal
-0.981,4.88538,0.83385,1.70694,-4.18887,4.14963,-1.62846,-0.36297,-0.36297,5.44455,-2.19744,5.74866,1,0.0851021441750372,Normal
-0.42183,6.51384,0.36297,0.03924,-4.11039,5.63094,-0.85347,0.0,0.40221,5.94486,-2.37402,3.87495,1,0.07642077192954227,Normal
-0.76518,4.85595,-0.26487,0.96138,-2.77623,3.93381,-0.67689,-0.24525,0.41202,5.79771,-0.77499,3.68856,1,0.11833843846112879,Normal
-0.42183,6.17049,0.59841,-0.75537,-3.27654,4.20849,-1.1772,0.35316,0.32373,4.79709,-1.8639,3.40407,1,0.09581138691361996,Normal
-0.38259,4.00248,0.0,0.96138,-4.0221,4.26735,-0.99081,1.05948,0.91233,4.89519,-0.66708,3.83571,1,0.11719049008273519,Normal
-0.57879,4.36545,-1.05948,1.10853,-2.41326,3.85533,-0.31392,1.39302,-0.17658,4.81671,-1.40283,4.72842,1,0.11822456201380399,Normal
-1.04967,3.57084,0.25506,1.25568,-1.74618,3.11958,-0.37278,0.54936,1.1772,4.47336,0.77499,6.62175,1,0.14216919277784784,Normal
-0.27468,4.43412,0.4905,1.20663,-1.13796,4.15944,-0.50031,1.01043,0.51993,4.06134,0.57879,6.68061,1,0.132983197596155,Normal
0.16677,4.01229,0.43164,1.52055,-0.97119,2.95281,0.20601,1.69713,1.35378,4.46355,-1.63827,7.24959,1,0.12991223791455075,Normal
-0.18639,4.04172,0.54936,0.75537,1.31454,3.49236,0.42183,1.55979,0.79461,3.89457,0.17658,6.16068,1,0.14502162394713797,Normal
-0.14715,3.31578,1.32435,0.22563,1.09872,2.67813,0.0981,0.74556,0.2943,3.69837,0.6867,5.9841,1,0.14840969167782792,Normal
0.01962,2.36421,0.84366,0.81423,0.93195,3.75723,-0.10791,0.70632,-0.34335,2.65851,-0.70632,6.867,1,0.15495028027123997,Normal
