Signal,Window_Start,Window_Size,RMS,STD,Peak_to_Peak,Crest_Factor
Crack3_30,2100,100,1.5993739148563728,0.8683973522164781,3.70818,2.5400972494375496
Crack3_30,2200,100,3.0678581982774236,2.559709214511125,10.47708,3.0156426382841475
Crack3_30,2300,100,5.8705667034300015,1.9977762340059484,7.651800000000001,1.7024755202502175
Crack3_30,2400,100,5.940986702062377,2.867721169589045,10.604610000000001,2.0205066344993967
Crack3_30,2500,100,2.133341208373616,2.1105105754630347,8.289449999999999,2.6817108370506433
Crack3_30,2600,100,3.208118540371755,1.0317978502859706,4.9540500000000005,1.8214112707896009
Crack3_30,2700,100,2.9014169171675417,1.6282123673163769,6.81795,2.1848081440877056
Crack3_30,2800,100,2.009973722485695,1.7576513760783705,7.1711100000000005,2.658986443241986
Crack3_30,2900,100,1.3575494695295638,1.0397100442630918,5.3955,3.599042709867452
Crack3_30,3000,100,2.307898148124176,2.2083490458785606,9.4176,3.4379263301500678
Crack3_30,3100,100,2.96003448901664,1.379223189451787,6.97491,2.696831223312608
Crack3_30,3200,100,3.0633315843798234,1.3092309236516642,6.258780000000001,2.3697353972583337
Crack3_30,3300,100,1.4504034407250281,1.2598846501012502,4.87557,2.2305400656939884
Crack3_30,3400,100,2.105816757047251,0.865530796242277,4.3360199999999995,2.2159816185856522
Crack3_30,3500,100,1.6045276904936854,0.9142773638259837,4.1986799999999995,2.1761167804284653
Crack3_30,3600,100,1.465265618232749,1.2038443934382674,4.91481,2.321219226260258
Crack3_30,3700,100,1.06957256266604,1.0695594440521947,4.56165,2.603154028947937
Crack3_30,3800,100,1.0811341037660407,0.7810645362849347,3.5217899999999998,2.6053215077605314
Crack3_30,3900,100,0.9964145020788286,0.9963976917710066,4.080959999999999,2.830078353408958
Crack3_30,4000,100,0.8852230039645378,0.7141557104437098,3.47274,3.6931818181818183
Crack3_30,4100,100,1.321765995777997,1.319393035151433,5.26797,2.5493945188017846
Crack3_30,4200,100,0.9347905709890318,0.8496180653267915,3.7278000000000002,2.7478171545968157
Crack3_30,4300,100,1.6755003277761542,1.6123744888024742,6.53346,2.517501346257405
Crack3_30,4400,100,1.740512416395241,1.6851312926683193,6.4844100000000005,2.598862584314244
Crack3_30,4500,100,3.0170836415078055,2.3511161095083413,9.45684,2.9378774805867125
Crack3_30,4600,100,1.8454795085936337,1.7697133280581774,7.00434,2.2374793109789737
Crack3_30,4700,100,1.859508206996678,1.8595080413853982,7.61256,2.821801314263626
Crack3_50,0,100,3.3898686018963917,2.61091040555822,11.43846,2.5232853513971216
Crack3_50,100,100,1.976850339287474,1.9517188930828409,9.87867,3.41798625634897
Crack3_50,200,100,2.6915145139383885,2.055938812252473,9.72171,3.3015309518526736
Crack3_50,300,100,3.3663610698867408,2.858963243893092,11.69352,2.6693545584095104
Crack3_50,400,100,1.9672019686038849,1.8385421674309539,8.44641,3.2134706716832167
Crack3_50,500,100,2.074004531068098,1.9315182486255185,9.04482,2.9971050689674748
Crack3_50,600,100,2.029103350017194,1.9850841635882217,9.28026,3.1205934645331372
Crack3_50,700,100,2.3322544138391077,2.1291261681399343,10.07487,3.475824859929447
Crack3_50,800,100,1.8683816544113783,1.631971182028442,9.10368,4.171386686213101
Crack3_50,900,100,2.8225945987760976,2.2300547971319356,10.09449,2.3885989562424728
Crack3_50,1000,100,3.0256481268235738,1.5299204331502307,7.61256,2.5556411102555643
Crack3_50,1100,100,3.0457026284703175,2.490263186324841,10.8891,2.7044778425993896
Crack3_50,1200,100,3.2341827837520256,2.4101625664078843,10.2024,2.831745555472208
Crack3_50,1300,100,4.643694555481336,3.4046045874742323,13.45932,2.087562997109896
Crack3_50,1400,100,7.962575105054143,2.7832346132280263,11.418840000000001,1.7199663370502842
Crack3_50,1500,100,4.339829134555876,2.9639830230837085,13.11597,2.5215151016828368
Crack3_50,1600,100,2.184375321952251,1.8805742263829313,7.72047,2.9527780908373713
Crack3_50,1700,100,4.18619586399251,2.594585802367723,11.09511,2.4181998457640193
Crack3_50,1800,100,4.666189275121724,3.109732447897875,13.949819999999999,3.2563679181441683
Crack3_50,1900,100,2.1787354076124066,1.724746148073681,9.49608,3.417205032301937
Crack3_50,2000,100,1.556463083098022,1.5137603050220962,6.99453,3.4148628584824565
Crack3_50,2100,100,2.292494574091943,2.2172773090646354,9.62361,3.43633597397828
Crack3_50,2200,100,1.8891586964320919,1.8078464080225922,7.91667,3.176447801665699
Crack3_50,2300,100,2.84384522946749,1.928966068352523,7.76952,2.710576314122862
Crack3_50,2400,100,2.6257208573909754,1.8448426429100233,8.66223,3.197592401015706
Crack3_50,2500,100,2.722797619563746,2.22899650141179,9.05463,2.0758564437194127
Crack3_50,2600,100,3.127421691806687,2.108065828138531,8.99577,2.6445789845113845
Crack3_50,2700,100,3.3883634912981226,3.131731844010665,13.20426,2.472454533386433
Crack4_30,0,100,1.027588485998651,1.0228290592567804,4.60089,3.8598647818070067
Crack4_30,100,100,1.8197830283555783,0.8594696529810637,3.66894,1.8634653287941223
Crack4_30,200,100,1.2230178579701934,0.555666700020831,2.49174,1.9782569951880233
Crack4_30,300,100,1.0898035806524953,0.8941485339178218,3.5316,2.2107590272660285
Crack4_30,400,100,1.069923412393616,0.9280053427722063,4.30659,3.6299470632719935
Crack4_30,500,100,1.4434504137929367,1.3598432019268802,5.38569,3.199639477242001
Crack4_30,600,100,1.7601813760104381,1.7005699371813559,5.94486,2.218841130975022
