Crack1_30,Crack2_30,Crack3_30,Crack4_30,Crack5_30,Crack6_30
0.70632,1.22625,-0.04905,-0.27468,2.42307,-5.1012
-1.03005,0.76518,2.51136,-1.98162,0.53955,4.22811
-0.11772,-0.13734,0.14715,-0.74556,0.17658,-1.69713
3.4335,2.81547,1.02024,1.34397,-1.05948,3.91419
1.99143,1.4715,1.78542,1.41264,-2.0601,-1.0791
-3.89457,-0.27468,-2.02086,1.06929,1.65789,-0.72594
0.0981,0.73575,-0.41202,-1.52055,-0.13734,0.10791
-4.77747,-8.61318,-5.7879,-4.11039,-2.13858,-2.61927
-3.15882,-1.14777,-1.4715,1.6677,0.4905,0.81423
0.97119,0.33354,-0.95157,0.44145,-1.16739,3.90438
-0.48069,0.0,-2.12877,-0.37278,2.12877,4.0221
1.25568,-1.40283,-0.25506,2.7468,-1.88352,-2.61927
6.02334,1.22625,-0.45126,2.81547,-1.40283,5.52303
3.2373,0.06867,0.6867,-1.64808,-0.20601,5.01291
-2.19744,1.69713,-3.47274,1.36359,-1.02024,0.37278
3.25692,2.02086,0.50031,2.37402,2.44269,3.51198
1.58922,3.21768,-0.36297,0.37278,-2.2563,1.962
-1.26549,-1.25568,-1.15758,1.94238,3.18825,-1.10853
-1.70694,0.67689,4.24773,1.1772,-1.00062,-1.95219
1.05948,-1.29492,-2.93319,0.80442,0.981,3.15882
4.06134,1.98162,-0.7848,0.73575,-1.09872,4.52241
1.43226,-0.10791,-0.17658,3.39426,-2.75661,1.94238
2.30535,0.31392,-1.95219,0.3924,1.30473,0.50031
-1.67751,0.57879,0.67689,-3.09015,-2.95281,-0.20601
1.52055,1.64808,0.43164,1.57941,0.46107,2.08953
-0.57879,-0.00981,-1.70694,1.16739,0.91233,0.36297
-0.57879,1.03005,-0.24525,1.13796,-1.62846,-1.38321
-0.97119,0.36297,-0.56898,-1.03005,1.26549,-1.95219
1.95219,-1.67751,0.81423,-1.21644,1.24587,3.5316
-1.60884,0.01962,-0.80442,-2.60946,0.51993,0.40221
-0.7848,-0.65727,-1.8639,0.06867,-1.95219,0.81423
-4.66956,-7.88724,-4.84614,-4.56165,-0.31392,-1.23606
-1.24587,1.03005,-0.99081,0.40221,1.49112,1.19682
1.48131,0.51012,-1.16739,-2.46231,2.72718,-0.00981
-9.58437,-5.62113,-5.72904,-3.27654,0.8829,1.3734
1.54017,-2.41326,2.21706,-0.93195,-0.55917,0.18639
-1.01043,-0.32373,-0.93195,-0.47088,1.31454,-1.15758
0.43164,-0.60822,-1.03986,0.06867,-0.52974,-4.62051
1.44207,1.75599,-1.1772,1.75599,-0.31392,1.6677
4.25754,0.97119,1.52055,-0.28449,1.36359,-0.86328
1.65789,3.35502,0.12753,3.27654,0.08829,1.88352
0.42183,-2.61927,-2.2563,-1.67751,-0.94176,-2.58984
-2.86452,-0.52974,1.94238,-0.18639,0.51012,-3.25692
2.98224,0.85347,1.49112,0.13734,0.90252,2.19744
1.30473,-0.99081,-0.8829,-1.60884,0.20601,2.5506
0.3924,-3.15882,-1.05948,-1.01043,0.45126,0.83385
-0.11772,1.15758,1.49112,-2.1582,3.11958,1.38321
0.0,-1.42245,-0.41202,0.02943,1.40283,-0.17658
0.55917,0.24525,2.98224,1.53036,2.99205,-0.23544
0.74556,-2.78604,-1.85409,-1.32435,-0.30411,-0.95157
0.57879,2.32497,0.73575,-0.56898,0.05886,1.49112
-2.3544,-2.92338,-1.64808,1.82466,0.28449,2.09934
-1.0791,2.06991,4.16925,-0.42183,0.53955,3.16863
0.17658,-0.42183,-1.84428,1.42245,-0.48069,2.37402
-0.99081,1.91295,1.69713,0.10791,-0.64746,4.1202
0.16677,-1.02024,0.67689,2.4525,0.87309,0.97119
2.31516,-0.63765,0.27468,1.85409,-3.05091,-0.33354
-0.10791,1.962,4.64013,2.05029,-0.03924,1.60884
-0.75537,-1.30473,-1.62846,0.05886,1.28511,1.51074
-1.2753,0.27468,0.40221,-0.90252,-0.94176,1.69713
-0.02943,-1.29492,-0.13734,-0.95157,0.53955,-1.52055
0.26487,0.1962,1.6677,-0.86328,1.48131,-0.61803
3.2373,-1.25568,2.69775,2.90376,-0.40221,1.79523
1.23606,1.90314,0.35316,0.15696,-2.83509,0.17658
-0.13734,2.65851,1.31454,0.13734,-1.05948,-3.97305
-0.62784,-2.30535,-2.09934,2.37402,-0.65727,-0.25506
-0.44145,1.54017,0.10791,-0.2943,-1.20663,0.43164
0.11772,1.03005,1.29492,-0.60822,-3.19806,-2.29554
-0.23544,-0.64746,-1.90314,-3.12939,0.15696,-0.0981
0.32373,-1.62846,-0.36297,0.37278,0.61803,-1.962
3.2373,0.31392,0.82404,1.962,0.72594,2.89395
-1.16739,0.03924,0.54936,2.30535,-3.21768,-2.20725
3.95343,2.87433,2.07972,1.61865,2.12877,8.59356
-0.76518,-1.26549,1.67751,2.943,0.5886,-2.71737
-0.93195,1.12815,1.28511,0.14715,-0.43164,-3.09015
0.32373,-0.54936,-0.83385,0.21582,-0.03924,1.49112
0.26487,0.65727,1.33416,-3.06072,-2.70756,-2.36421
-0.41202,0.11772,-1.53036,1.06929,1.94238,-1.80504
0.70632,0.36297,-1.55979,0.00981,-0.59841,1.84428
1.69713,1.34397,0.5886,-0.72594,0.70632,-3.09996
1.1772,1.53036,-2.42307,-0.61803,0.28449,0.981
2.20725,4.29678,0.71613,2.02086,2.53098,1.6677
0.44145,-1.98162,-1.16739,0.1962,1.94238,-0.65727
1.68732,0.21582,2.86452,2.61927,-0.45126,-1.6677
2.95281,-0.17658,-1.1772,0.83385,2.53098,-4.75785
-0.4905,-0.96138,-1.11834,-0.6867,0.51012,-5.17968
0.94176,-0.53955,1.89333,1.87371,-1.69713,0.89271
-1.70694,-0.50031,-0.83385,1.88352,-2.2563,-1.52055
-2.08953,1.34397,-0.24525,1.31454,1.08891,1.01043
0.51012,-0.77499,1.04967,2.0601,-0.45126,-2.75661
-0.46107,-0.76518,-0.75537,2.39364,3.38445,-2.44269
-0.44145,-0.2943,-1.23606,2.58984,-2.79585,-0.75537
4.6107,1.70694,1.61865,2.98224,0.02943,5.92524
-3.25692,1.42245,0.08829,1.4715,1.00062,0.06867
-4.74804,-9.14292,-5.27778,-3.97305,-2.51136,-1.6677
1.04967,0.76518,2.76642,1.64808,1.31454,-2.26611
-6.82776,-6.0822,-6.45498,-5.0031,-1.53036,-1.50093
1.09872,1.98162,0.85347,-1.02024,-1.51074,3.73761
0.61803,-2.28573,0.54936,2.71737,-0.22563,-1.45188
1.19682,-0.01962,-0.18639,1.01043,2.1582,-3.1392
-2.40345,2.01105,-1.26549,-1.70694,-2.91357,-1.13796
-0.36297,0.40221,0.54936,-0.57879,0.56898,-0.57879
-2.2563,2.70756,1.35378,1.25568,-1.65789,-1.81485
0.73575,0.981,-1.12815,-0.43164,0.51993,0.51012
-1.16739,2.5506,-1.90314,1.53036,-2.43288,1.88352
-0.59841,0.23544,-0.11772,2.05029,0.72594,-3.93381
-0.42183,0.36297,-4.11039,-0.85347,0.40221,-2.37402
-0.54936,-1.43226,2.41326,-1.88352,0.52974,-2.22687
-1.50093,-0.28449,2.85471,0.66708,-0.28449,0.54936
-0.981,-1.19682,2.62908,0.62784,-0.89271,3.83571
0.26487,0.42183,-1.09872,-0.3924,0.64746,-1.39302
-0.40221,-0.38259,-0.4905,-1.32435,-2.58003,-0.08829
-0.80442,-0.07848,-0.65727,-0.6867,3.12939,-2.61927
-0.18639,2.20725,1.99143,0.84366,-0.47088,-2.75661
1.35378,-2.09934,0.8829,-1.73637,2.31516,-1.35378
-3.30597,0.50031,1.67751,0.81423,-2.00124,-1.09872
2.09934,0.66708,-3.34521,1.6677,-0.03924,4.14963
0.56898,0.0981,1.25568,0.08829,-1.20663,3.70818
-1.13796,-1.08891,5.13063,-0.45126,1.92276,-0.85347
-8.5347,-2.62908,-8.45622,-5.45436,-2.52117,-5.14044
0.80442,0.69651,-2.12877,-1.15758,-0.99081,0.92214
0.37278,-1.51074,3.2373,0.06867,2.77623,4.46355
-2.31516,1.46169,0.53955,1.72656,-1.88352,1.64808
-0.61803,0.85347,-1.05948,1.8639,0.99081,-0.25506
2.10915,0.6867,1.52055,0.28449,1.74618,1.63827
0.63765,0.55917,2.12877,-0.36297,0.07848,1.60884
2.18763,-0.62784,-0.80442,0.13734,0.71613,-0.11772
-3.12939,1.59903,3.52179,0.23544,-0.42183,-0.14715
-0.50031,-0.44145,-0.23544,0.62784,-1.73637,0.47088
0.27468,-1.4715,-1.14777,0.94176,-1.92276,2.47212
-2.02086,-3.48255,-2.44269,0.16677,-0.56898,-3.924
1.82466,0.04905,-1.43226,1.2753,-0.02943,2.09934
3.03129,3.73761,-0.70632,-0.72594,-1.62846,3.64932
1.15758,1.72656,0.83385,-0.28449,-0.65727,1.70694
-0.56898,1.95219,-0.71613,-2.0601,2.87433,2.46231
2.65851,-1.8639,-1.58922,1.97181,-0.13734,-2.16801
-0.2943,1.3734,0.1962,1.52055,-1.22625,1.14777
0.54936,0.50031,-0.41202,1.89333,-1.1772,-2.58984
0.10791,0.23544,-0.73575,-1.16739,-2.24649,1.98162
2.51136,0.85347,1.00062,1.14777,1.15758,0.15696
0.8829,2.53098,-1.04967,-2.14839,-0.50031,1.83447
0.43164,1.4715,1.10853,0.55917,-1.68732,-2.92338
0.42183,-2.85471,0.56898,-0.17658,-0.12753,0.77499
-0.92214,-1.99143,-0.11772,1.79523,0.44145,-0.21582
3.83571,2.5506,2.47212,5.64075,-0.64746,-0.81423
0.97119,-2.03067,-2.04048,2.63889,1.53036,0.66708
-1.16739,0.66708,1.98162,0.23544,0.85347,-0.65727
-1.2753,-0.57879,-2.00124,1.12815,-2.34459,-1.67751
0.84366,-0.53955,0.53955,0.13734,0.61803,0.55917
-4.42431,0.7848,0.17658,2.59965,1.54998,-3.4335
2.61927,2.79585,2.40345,4.64013,-1.40283,-1.49112
1.94238,1.0791,3.84552,1.54998,-1.7658,-3.07053
4.92462,0.16677,1.15758,3.61989,0.70632,5.12082
0.84366,-0.2943,2.02086,-1.57941,0.82404,1.88352
-1.15758,-0.25506,-2.78604,-0.18639,-1.31454,-0.89271
-2.33478,-3.2373,-1.962,0.70632,-0.17658,-3.22749
1.11834,1.3734,-2.50155,-0.82404,-0.24525,2.79585
-0.981,1.99143,1.95219,1.68732,-2.29554,-1.24587
0.10791,1.31454,-0.16677,0.13734,3.74742,-1.44207
5.22873,0.52974,0.86328,3.31578,0.55917,5.33664
-1.38321,-2.09934,0.83385,0.84366,-2.05029,0.3924
0.0981,-1.3734,-0.91233,-3.4335,-0.55917,2.21706
4.13001,0.74556,2.39364,-1.52055,2.89395,-1.00062
-0.54936,1.29492,2.34459,-1.18701,0.37278,-2.24649
1.42245,-1.02024,-0.18639,-0.2943,1.71675,-1.59903
-1.2753,0.57879,-0.99081,-2.99205,-1.91295,2.00124
0.3924,0.74556,-0.5886,0.61803,-1.73637,1.28511
0.13734,0.73575,1.72656,0.76518,-1.52055,-0.5886
0.7848,-0.74556,-1.36359,2.29554,4.05153,1.53036
2.65851,2.5506,-3.73761,-0.55917,-0.73575,2.63889
0.8829,1.77561,3.55122,0.8829,-1.88352,-3.15882
1.10853,1.65789,-0.72594,-0.00981,0.06867,2.65851
-1.2753,-0.47088,0.0,1.31454,0.40221,-2.88414
-1.7658,0.80442,1.43226,2.09934,0.15696,-1.73637
-1.90314,-1.60884,1.62846,-0.42183,-0.44145,0.70632
3.15882,-2.20725,-0.73575,-0.85347,0.59841,0.82404
0.14715,-2.0601,-3.25692,1.03005,2.5506,2.92338
4.33602,1.18701,-0.95157,3.30597,-0.59841,4.17906
-1.03005,0.02943,-0.15696,0.10791,0.90252,-0.25506
-2.39364,0.50031,2.79585,-0.56898,0.14715,-3.56103
2.01105,-1.962,-0.40221,-3.68856,1.20663,1.92276
-2.07972,-1.59903,-1.60884,-1.70694,0.7848,-3.51198
2.02086,1.40283,1.6677,-0.01962,-1.78542,0.6867
0.25506,0.75537,-0.22563,1.45188,-2.58984,-3.6297
0.66708,0.48069,-0.11772,2.13858,-2.2563,0.26487
1.52055,1.03986,1.10853,0.81423,0.40221,6.30783
-1.28511,2.85471,-2.72718,-2.41326,0.86328,-0.40221
-1.35378,0.21582,-0.47088,0.14715,2.1582,-2.22687
4.50279,2.27592,-0.66708,2.04048,1.72656,3.14901
-4.44393,0.50031,-1.75599,0.92214,0.94176,1.40283
0.21582,-1.2753,1.00062,-0.07848,-1.00062,2.72718
1.22625,-1.38321,-0.48069,0.981,-1.91295,-3.20787
0.48069,1.7658,0.01962,0.72594,-0.03924,1.3734
0.36297,0.51012,-0.50031,1.32435,-2.79585,0.48069
0.87309,0.15696,-0.01962,2.97243,-0.53955,-2.31516
0.74556,-0.96138,1.45188,1.35378,-1.15758,0.51012
0.25506,-0.23544,1.85409,3.49236,1.14777,-0.32373
-0.8829,0.86328,-1.24587,-3.21768,-0.77499,1.10853
-1.58922,3.01167,0.30411,-0.92214,0.23544,0.15696
-2.44269,0.15696,0.4905,2.1582,1.09872,-2.90376
0.84366,0.99081,-0.981,-0.53955,-3.03129,-0.27468
-1.29492,0.55917,-0.85347,2.8449,3.3354,0.10791
0.60822,1.93257,1.95219,-0.95157,-3.00186,-0.75537
-0.27468,-0.77499,0.3924,-0.36297,-2.04048,-0.25506
0.33354,0.7848,3.41388,-2.79585,-2.29554,-1.35378
-0.30411,-0.24525,3.18825,-1.22625,0.53955,0.67689
0.69651,1.08891,1.11834,1.13796,0.74556,3.01167
0.74556,0.33354,1.77561,-0.83385,1.19682,0.44145
-0.7848,1.58922,3.26673,-0.03924,0.99081,-1.29492
-3.25692,-3.93381,-3.39426,-0.27468,-0.28449,-0.62784
0.25506,2.27592,0.21582,1.99143,2.4525,1.92276
0.57879,-0.20601,0.67689,-1.3734,0.41202,2.49174
1.80504,2.01105,1.0791,0.80442,-3.8259,-4.64013
2.93319,2.79585,-0.59841,0.61803,1.23606,1.81485
-0.5886,-0.44145,-1.1772,0.60822,1.51074,0.16677
0.57879,-0.08829,-1.18701,-0.36297,-0.95157,0.60822
-1.64808,0.93195,-0.73575,-3.80628,1.40283,1.83447
1.98162,1.61865,0.44145,-0.64746,-0.62784,1.83447
0.72594,1.14777,-6.52365,-0.80442,0.60822,4.50279
-0.4905,1.23606,1.38321,-0.40221,0.70632,1.38321
-8.49546,-2.0601,-7.74009,-5.81733,-3.36483,-5.38569
0.59841,-1.38321,0.16677,0.92214,1.32435,-0.54936
2.46231,0.55917,-3.924,0.38259,-2.21706,-0.08829
0.76518,-0.981,1.46169,-0.76518,-0.24525,-2.16801
0.33354,-0.37278,-2.18763,1.42245,-0.47088,2.81547
0.50031,0.31392,0.21582,0.84366,-0.81423,2.90376
-0.981,0.87309,-0.76518,-0.00981,-2.31516,-1.21644
-0.14715,3.27654,1.09872,1.49112,0.21582,-0.6867
-3.09996,0.01962,-1.28511,0.1962,-0.84366,-1.92276
-5.16987,-0.22563,-4.71861,-4.25754,-1.69713,-1.38321
1.57941,0.41202,-1.03005,1.22625,-0.57879,-1.48131
2.14839,3.3354,0.23544,1.22625,-2.83509,4.24773
4.06134,3.58065,-1.19682,-1.64808,-2.03067,4.32621
-2.24649,0.90252,-1.72656,-0.76518,-0.82404,-4.19868
2.33478,0.30411,2.11896,-0.36297,-0.82404,2.92338
2.98224,-1.35378,0.03924,-2.75661,1.91295,2.73699
2.44269,0.46107,-0.75537,0.6867,2.5506,-3.52179
2.51136,-0.17658,-0.77499,0.4905,2.13858,-3.65913
-3.5316,0.06867,-0.48069,2.17782,1.61865,-3.65913
1.36359,2.91357,0.80442,-1.21644,0.23544,1.98162
4.11039,2.99205,1.73637,3.39426,2.98224,8.93691
-0.81423,-1.01043,0.37278,1.03986,6.1803,-3.11958
1.23606,-0.11772,-0.79461,1.55979,-0.82404,-1.83447
0.85347,-0.3924,1.50093,0.59841,-2.73699,1.90314
-0.48069,-2.5506,-2.58984,0.08829,0.18639,2.41326
0.56898,-0.11772,-1.22625,-2.00124,-0.32373,2.05029
-2.04048,0.80442,0.77499,-1.54998,0.11772,-2.53098
-3.10977,-1.54017,2.12877,1.14777,0.86328,-1.40283
0.77499,-0.47088,-0.10791,1.70694,2.31516,-3.8259
-6.02334,-6.63156,-3.56103,-3.51198,0.79461,0.91233
0.4905,0.7848,2.80566,0.51012,-0.81423,-0.32373
0.38259,0.21582,2.49174,0.08829,-3.42369,-1.80504
4.64994,0.0981,0.57879,0.6867,0.80442,0.52974
-1.30473,-1.64808,-1.81485,0.21582,-1.06929,-0.10791
1.33416,0.28449,-0.4905,0.08829,-0.43164,-0.74556
-2.29554,2.48193,4.37526,2.73699,-0.60822,-2.01105
-0.38259,0.0,-4.0221,-0.99081,0.91233,-0.66708
0.26487,-0.40221,0.981,-0.67689,0.73575,-0.10791
-0.35316,-0.46107,0.73575,2.18763,3.19806,-4.01229
0.7848,3.09996,-0.13734,-1.91295,-1.55979,1.71675
-1.57941,2.07972,0.80442,-1.89333,-2.11896,-2.92338
0.05886,3.24711,-1.23606,1.67751,-0.17658,3.41388
-0.28449,1.19682,0.38259,-0.01962,1.7658,0.50031
2.54079,-0.79461,-2.52117,-1.44207,-0.67689,-0.52974
1.60884,-2.8449,0.86328,-1.75599,0.67689,2.42307
-3.31578,1.11834,-2.30535,0.76518,-1.2753,-0.66708
-0.69651,-1.05948,-0.57879,-0.31392,3.34521,1.53036
-0.20601,1.14777,-0.90252,-0.21582,-0.06867,-1.93257
-2.13858,-0.35316,2.11896,0.6867,-0.53955,1.88352
0.3924,0.91233,0.14715,-0.56898,3.85533,2.02086
-0.73575,-0.81423,-2.08953,1.78542,0.32373,-1.8639
0.53955,0.3924,-1.70694,-1.21644,-1.45188,3.15882
-5.74866,1.28511,-3.08034,-3.16863,-4.81671,-4.50279
-3.18825,0.6867,0.99081,-0.02943,-0.94176,0.07848
2.63889,4.94424,1.30473,2.86452,0.89271,-0.5886
-1.1772,-0.13734,-0.07848,3.73761,-0.16677,1.13796
2.63889,0.3924,-3.97305,1.57941,-1.23606,2.23668
-0.47088,0.04905,0.28449,1.24587,1.48131,0.08829
-0.42183,-2.67813,-0.63765,-2.78604,-0.24525,1.55979
0.64746,0.05886,-1.91295,-0.97119,-1.83447,1.54017
-5.76828,2.03067,-2.52117,-3.0411,-5.58189,-4.42431
-8.7309,-2.92338,-5.9841,-5.77809,-3.28635,-3.16863
-1.0791,-0.42183,2.51136,-0.07848,0.85347,2.43288
-2.4525,-3.18825,-1.34397,-0.73575,2.37402,-1.34397
-1.78542,0.71613,0.65727,0.70632,0.55917,-0.17658
0.0981,-1.77561,2.10915,1.6677,0.16677,-0.61803
-1.03986,-2.71737,-0.32373,2.42307,1.74618,-3.55122
1.7658,-1.74618,0.32373,2.73699,0.71613,-2.38383
-2.69775,-0.08829,3.68856,-0.42183,-1.32435,1.00062
-6.87681,-7.12206,-4.43412,-3.89457,0.22563,-0.05886
-4.05153,-5.55246,-4.57146,-1.54017,-2.79585,-2.79585
1.48131,-0.08829,-0.18639,0.0,1.73637,-0.82404
0.12753,1.38321,1.32435,0.8829,0.20601,1.68732
4.18887,-0.24525,1.88352,-0.56898,2.51136,-0.3924
2.69775,-1.49112,-1.01043,-1.46169,-0.89271,-2.21706
-7.54389,-1.91295,-6.21954,-4.52241,0.31392,-0.08829
0.47088,0.97119,-0.43164,-1.0791,-0.2943,0.92214
1.41264,-1.38321,-3.83571,1.2753,1.99143,-0.06867
-0.4905,1.45188,-0.93195,-2.48193,1.08891,0.76518
0.73575,-0.65727,0.5886,1.6677,0.28449,-1.69713
-1.06929,-0.87309,0.50031,1.80504,1.21644,-5.32683
-0.01962,-0.15696,0.61803,0.04905,1.43226,-2.05029
-0.93195,0.72594,0.50031,0.50031,0.24525,-0.73575
2.23668,-1.03986,-0.46107,-3.22749,2.1582,-0.44145
-1.89333,0.02943,0.07848,2.88414,-0.06867,-0.20601
0.28449,0.73575,1.34397,0.07848,1.61865,-0.59841
-3.1392,2.10915,0.50031,0.51012,0.01962,-1.03005
1.32435,1.67751,0.57879,-1.03005,-0.34335,-0.32373
4.64994,2.59965,-0.17658,2.57022,-1.18701,3.07053
-1.28511,-1.69713,-1.26549,-1.80504,0.59841,0.31392
-9.14292,-6.03315,-6.19992,-2.6487,0.08829,1.35378
0.66708,-0.73575,-1.97181,-0.31392,0.63765,-1.79523
0.33354,-2.08953,-0.1962,1.77561,-2.27592,-0.08829
1.43226,1.8639,-0.42183,-2.30535,-1.88352,-2.70756
-0.03924,0.44145,0.60822,0.01962,0.47088,2.5506
0.63765,1.13796,2.33478,1.71675,0.48069,0.75537
0.6867,-0.6867,0.21582,1.962,0.24525,-1.54017
1.4715,0.50031,-2.17782,-1.00062,0.14715,2.36421
-3.36483,2.48193,-1.12815,-1.52055,-0.65727,0.17658
0.56898,-0.90252,0.21582,0.01962,5.96448,1.40283
-0.42183,-0.91233,-4.45374,-2.39364,0.20601,-0.00981
-1.63827,-0.81423,1.38321,-0.67689,0.99081,1.31454
-10.28088,-2.81547,-9.20178,-6.05277,-1.91295,-1.26549
1.16739,0.04905,-2.41326,0.32373,-0.45126,2.0601
-0.38259,-1.45188,1.16739,-0.10791,1.15758,0.05886
-1.67751,0.10791,0.32373,3.08034,-2.90376,-2.63889
0.20601,-1.4715,-3.924,1.03005,1.88352,1.54998
0.40221,-0.91233,-2.33478,1.13796,-1.04967,3.34521
2.69775,1.65789,1.79523,1.2753,0.21582,4.60089
-0.24525,2.0601,0.51012,-2.83509,0.63765,-0.66708
-2.26611,-3.31578,-0.80442,-1.5696,1.79523,-3.18825
-1.52055,0.81423,2.79585,-0.20601,-0.36297,0.46107
0.01962,1.26549,-1.39302,-1.42245,-0.3924,3.8259
-1.31454,-0.38259,-1.94238,0.82404,-1.4715,1.8639
-0.6867,-2.21706,-1.72656,-1.67751,2.85471,-2.07972
3.60027,2.2563,2.46231,3.67875,0.80442,6.68061
0.46107,-1.16739,-0.5886,1.49112,-1.61865,-0.86328
-1.24587,-0.07848,-2.33478,0.72594,0.01962,2.58984
5.1012,1.962,-0.74556,1.52055,0.80442,4.7088
0.83385,-1.02024,1.14777,1.52055,-1.05948,-1.23606
-8.97615,-2.76642,-10.51632,-8.13249,-7.74009,-5.20911
3.30597,5.73885,0.20601,3.61008,0.74556,-0.93195
-0.21582,2.943,-0.24525,-0.21582,0.79461,0.89271
-10.46727,-2.81547,-8.56413,-6.867,-2.81547,-1.1772
3.87495,1.31454,3.3354,-1.20663,1.85409,-1.18701
1.03005,1.5696,-1.04967,-2.20725,-0.50031,2.30535
0.10791,3.24711,1.97181,-1.00062,0.96138,-2.5506
-0.74556,0.67689,-0.62784,2.31516,-0.69651,1.72656
-0.18639,-1.7658,-2.33478,1.61865,-1.49112,-1.79523
0.33354,2.4525,-0.64746,-0.72594,0.64746,-0.23544
-0.25506,0.36297,0.79461,0.48069,-2.61927,1.65789
-1.39302,0.23544,-0.11772,0.0981,1.67751,0.26487
-1.84428,-1.80504,-2.66832,3.2373,2.4525,0.65727
1.44207,0.55917,0.13734,1.84428,-0.5886,2.943
-1.88352,0.51012,2.89395,-0.70632,-0.46107,-2.81547
1.87371,-0.14715,-0.38259,1.60884,-3.15882,3.44331
0.57879,-0.47088,1.06929,-1.15758,-2.29554,-0.28449
0.53955,-0.56898,-0.40221,0.74556,0.89271,0.55917
0.42183,1.43226,1.41264,-1.23606,-0.26487,0.90252
1.54998,1.88352,2.92338,1.81485,-2.57022,-4.19868
-0.76518,-0.32373,0.76518,0.85347,0.51012,-0.08829
3.40407,-1.3734,-1.03005,0.46107,2.53098,-2.39364
-0.81423,-0.90252,0.21582,-1.50093,1.79523,-0.41202
3.08034,-0.43164,-2.24649,-0.65727,1.30473,1.60884
1.74618,2.78604,1.80504,-1.83447,0.50031,-1.74618
-8.42679,-2.26611,-8.7309,-8.01477,-8.03439,-8.25021
2.75661,4.52241,0.8829,2.19744,1.88352,1.93257
-0.96138,0.89271,3.60027,0.82404,0.90252,-2.16801
-9.13311,-6.33726,-5.56227,-3.20787,-0.07848,1.84428
0.87309,1.70694,2.82528,-1.45188,-1.30473,-2.93319
0.03924,-1.15758,0.27468,0.87309,-0.11772,-0.69651
2.2563,-2.39364,-1.06929,-1.31454,1.74618,1.80504
0.77499,-1.33416,-1.16739,2.69775,-0.85347,1.72656
-0.92214,-0.56898,-0.24525,1.3734,2.76642,-2.54079
-1.89333,-0.63765,-0.00981,-0.96138,-0.84366,0.79461
4.3164,2.93319,-0.05886,2.03067,0.30411,1.22625
1.95219,1.04967,1.58922,-1.10853,0.57879,2.31516
0.67689,1.89333,-1.11834,0.0981,1.42245,1.05948
-1.38321,-1.34397,-1.04967,-0.51993,2.33478,0.38259
-0.63765,-0.01962,-0.0981,-0.37278,3.66894,-0.53955
-0.27468,0.44145,-0.36297,-0.28449,0.10791,0.0981
3.05091,2.54079,2.63889,4.00248,-1.24587,-1.40283
-8.42679,-3.75723,-7.86762,-6.55308,-6.90624,-5.70942
1.15758,0.52974,-2.01105,1.63827,-2.81547,0.40221
-2.16801,-3.24711,-2.17782,0.95157,0.91233,-3.73761
-0.34335,3.44331,0.8829,2.00124,1.26549,-1.31454
0.8829,2.00124,1.15758,-0.50031,0.06867,-4.905
0.26487,-0.24525,0.13734,-1.03005,0.17658,3.15882
1.58922,-3.37464,-1.88352,1.25568,-0.48069,0.97119
-0.42183,0.59841,-3.27654,-1.1772,0.32373,-1.8639
1.79523,0.41202,0.90252,1.6677,2.50155,-2.60946
-1.10853,1.83447,-1.52055,-2.72718,-3.66894,-2.88414
0.85347,-0.07848,1.48131,-0.5886,1.15758,-1.06929
0.87309,0.0,-0.54936,-0.76518,0.53955,4.48317
-0.56898,0.00981,2.44269,-0.28449,-0.63765,5.43474
-0.32373,0.35316,0.38259,-0.08829,0.06867,1.55979
-1.64808,0.46107,-0.69651,1.90314,1.52055,-2.26611
0.23544,0.66708,-0.01962,0.32373,-0.93195,1.41264
-0.01962,-0.92214,-1.05948,-0.30411,1.74618,0.61803
-9.57456,-6.32745,-7.6518,-3.8259,-0.86328,0.45126
0.89271,-0.22563,-0.10791,-0.66708,0.32373,1.82466
-0.57879,-1.05948,-2.41326,-0.31392,-0.17658,-1.40283
-0.81423,-0.8829,5.84676,0.71613,-1.75599,-0.26487
0.06867,2.24649,1.64808,0.0981,-0.51012,-0.02943
-2.59965,0.69651,0.46107,0.04905,0.26487,-2.78604
-0.06867,1.23606,-2.36421,-0.03924,4.37526,1.95219
0.981,-0.18639,-1.49112,0.0981,-1.42245,2.11896
0.62784,-0.86328,-2.31516,-1.48131,1.60884,0.99081
-1.45188,0.44145,-2.02086,-0.60822,4.07115,1.78542
0.42183,-1.57941,-0.16677,1.64808,-1.36359,-5.36607
-0.73575,1.15758,2.32497,1.72656,-2.59965,-1.7658
0.51993,-0.28449,1.70694,-0.23544,4.36545,0.4905
2.95281,0.08829,0.35316,2.41326,1.52055,1.91295
1.73637,0.96138,-0.52974,-2.3544,2.32497,4.46355
1.80504,0.45126,-2.4525,1.31454,-4.39488,-0.16677
2.12877,-1.77561,0.1962,-0.48069,-0.32373,0.01962
2.73699,0.20601,2.97243,1.3734,1.31454,-2.81547
-2.46231,-2.75661,2.36421,2.06991,-0.07848,-4.04172
2.4525,-0.81423,1.58922,-2.26611,0.33354,-4.60089
1.73637,-0.62784,1.21644,-0.43164,1.50093,4.13001
-1.41264,0.69651,-3.39426,-0.981,3.94362,1.68732
0.0,0.52974,1.06929,-1.36359,-0.77499,5.80752
0.81423,-0.86328,0.35316,2.79585,0.31392,-1.41264
1.29492,1.21644,-1.71675,1.72656,-1.11834,-1.7658
-2.41326,0.65727,5.09139,-0.63765,-0.80442,-1.54998
