Crack1_30,Crack2_30,Crack3_30,Crack4_30,Crack5_30,Crack6_30
3.67875,2.99205,2.6487,5.76828,-0.41202,-1.41264
-0.27468,-1.91295,-0.31392,3.21768,0.75537,1.03986
-1.1772,-1.99143,-2.58984,-0.35316,-0.23544,0.22563
-10.81062,-2.61927,-7.43598,-4.73823,-0.43164,1.33416
-0.57879,1.4715,-1.55979,0.55917,-2.07972,1.20663
-0.82404,-0.85347,-0.07848,-0.00981,0.3924,-2.08953
1.95219,0.73575,-0.8829,0.90252,-0.74556,2.88414
3.68856,2.46231,1.82466,-0.47088,0.57879,-0.40221
3.14901,4.09077,3.6297,-1.30473,-0.77499,-1.49112
2.27592,-0.72594,1.02024,1.82466,1.22625,-0.89271
0.67689,1.09872,2.943,2.943,1.06929,0.74556
-1.04967,-0.96138,2.39364,2.61927,0.75537,-1.2753
-2.2563,1.38321,0.1962,1.71675,-0.90252,0.95157
0.96138,2.23668,1.46169,-0.90252,-0.26487,-1.52055
1.95219,4.1202,3.58065,-0.26487,1.78542,-1.54017
1.6677,-3.10977,2.23668,-2.14839,-0.02943,-1.15758
4.6107,2.69775,-0.16677,2.87433,0.40221,2.943
3.75723,3.31578,-2.43288,-1.19682,-0.23544,3.47274
-0.13734,1.11834,1.61865,0.02943,0.46107,-0.46107
-4.94424,-8.61318,-5.12082,-4.5126,-2.11896,-1.38321
0.14715,0.38259,1.52055,0.20601,-0.22563,-0.981
0.17658,0.72594,-1.10853,-0.3924,0.33354,1.50093
0.91233,-0.75537,0.57879,2.47212,-0.27468,1.38321
-3.45312,-2.24649,-1.40283,0.47088,1.41264,-1.26549
-2.27592,3.03129,6.1803,2.92338,-0.24525,-3.37464
-0.38259,-1.24587,0.86328,0.85347,1.41264,2.80566
3.00186,-0.01962,2.01105,0.30411,3.61008,0.40221
-0.2943,0.33354,2.96262,-3.06072,-3.09015,-1.55979
1.15758,-2.44269,0.62784,0.84366,-1.62846,-1.30473
-0.35316,-1.92276,0.07848,-0.93195,0.24525,0.36297
-2.80566,0.72594,2.68794,1.23606,-0.99081,-1.97181
-0.87309,-0.93195,-0.0981,1.42245,1.52055,-4.48317
0.05886,2.01105,0.14715,-0.03924,2.27592,2.56041
0.71613,-1.52055,-0.61803,1.3734,0.03924,1.3734
0.31392,-1.39302,0.82404,0.5886,1.09872,-1.41264
-1.8639,-0.3924,-1.62846,0.71613,2.72718,-1.5696
2.46231,1.28511,-4.96386,0.6867,-1.77561,5.67018
2.20725,1.21644,-0.55917,2.02086,-0.03924,1.97181
-1.58922,-0.22563,3.3354,-0.07848,-1.54998,0.74556
-1.88352,2.22687,2.0601,1.7658,0.50031,-6.44517
-0.26487,-1.70694,0.24525,0.72594,1.28511,-1.84428
1.23606,-1.01043,2.19744,0.46107,-4.15944,-0.37278
1.31454,-2.61927,-1.15758,1.24587,-0.75537,0.69651
0.76518,1.75599,-2.77623,2.06991,1.0791,-0.85347
1.23606,1.59903,-5.3955,-1.16739,-0.46107,-3.93381
1.31454,-1.55979,-1.3734,0.32373,0.85347,0.21582
1.31454,-0.99081,-1.20663,-0.74556,-1.46169,5.37588
-1.6677,-2.37402,2.0601,2.21706,2.37402,-3.03129
-0.06867,4.35564,-0.71613,-0.81423,0.43164,-0.51993
-0.67689,-0.36297,-1.64808,-3.59046,2.21706,2.33478
-3.25692,-0.86328,-1.68732,2.29554,2.91357,-3.79647
-0.26487,0.51993,1.15758,1.4715,-0.41202,3.99267
2.98224,0.18639,0.6867,-0.73575,0.57879,4.04172
-1.54998,-1.42245,3.05091,0.4905,-2.2563,2.943
-1.6677,2.1582,-0.03924,0.54936,-1.65789,-0.46107
-0.02943,1.53036,1.45188,-0.72594,1.55979,3.58065
0.0,1.95219,3.96324,0.34335,-0.42183,0.35316
-1.84428,-1.11834,2.6487,-0.28449,-3.28635,3.48255
1.81485,-0.07848,-2.01105,-1.05948,1.71675,5.11101
1.59903,1.89333,-2.96262,-1.09872,-2.4525,0.45126
0.71613,0.53955,-1.14777,2.63889,-0.85347,-2.50155
0.71613,-2.69775,-0.1962,0.83385,2.31516,0.6867
-3.89457,0.17658,-1.63827,1.63827,1.61865,0.21582
-1.51074,0.17658,2.29554,-2.14839,-0.24525,-0.62784
0.0,-1.71675,-2.16801,-0.61803,0.03924,0.46107
0.75537,0.01962,-2.69775,1.95219,-2.68794,0.37278
0.99081,2.80566,0.0,0.10791,1.03986,2.12877
1.962,0.51012,-0.01962,1.90314,-1.59903,1.82466
-0.89271,-1.10853,-2.08953,-1.59903,-0.55917,-0.32373
0.71613,-0.53955,0.85347,0.66708,0.18639,-0.21582
-0.95157,-0.94176,-0.26487,1.88352,2.57022,-4.58127
3.34521,1.30473,1.31454,1.04967,1.59903,3.4335
0.93195,0.55917,-0.76518,1.72656,1.41264,0.96138
1.10853,2.51136,-0.45126,-2.21706,-2.30535,1.13796
-0.17658,2.10915,1.55979,-2.96262,-0.56898,-3.66894
-0.38259,-2.72718,-0.5886,1.6677,1.6677,-2.32497
1.23606,0.03924,-0.77499,3.14901,0.77499,-4.11039
2.48193,2.943,-1.98162,1.31454,1.13796,0.05886
-3.64932,1.2753,-0.1962,-0.21582,1.38321,-3.05091
-9.30969,-6.06258,-8.61318,-4.01229,-1.89333,-0.63765
-0.61803,1.84428,1.41264,-0.06867,-1.71675,2.41326
1.0791,1.48131,-1.71675,0.01962,-0.70632,0.74556
0.04905,-1.2753,-0.75537,0.71613,1.31454,-2.77623
3.07053,3.74742,1.16739,3.35502,0.74556,5.48379
3.05091,6.20973,1.05948,3.18825,1.06929,-0.82404
0.60822,1.34397,0.51993,2.33478,1.23606,2.44269
4.46355,0.95157,1.64808,1.36359,0.3924,4.57146
1.02024,1.97181,-5.21892,-1.23606,-0.54936,-2.14839
-0.2943,-1.6677,-0.91233,0.06867,-1.74618,-2.89395
0.43164,0.05886,-2.07972,0.7848,-0.67689,2.18763
0.89271,2.80566,-0.31392,0.54936,-2.19744,1.98162
-0.96138,1.11834,-1.13796,-0.0981,-0.57879,1.90314
3.07053,-2.03067,0.84366,-0.17658,-0.21582,1.10853
-0.61803,0.03924,1.23606,1.20663,0.17658,-2.88414
-1.52055,0.85347,0.93195,-1.31454,0.82404,0.51993
-1.03986,-0.26487,-0.89271,-0.33354,-0.63765,-0.31392
-0.50031,1.20663,2.30535,-3.70818,-3.87495,-1.78542
-0.06867,0.81423,-0.61803,-0.43164,1.14777,4.06134
-1.65789,0.48069,0.77499,-1.04967,0.71613,-0.40221
-4.77747,-6.70023,-5.27778,-1.71675,-3.19806,-4.36545
0.51012,-1.45188,-2.62908,0.59841,0.60822,-2.97243
1.69713,-1.51074,1.13796,-1.18701,1.06929,0.14715
0.04905,-0.24525,0.43164,0.30411,-1.49112,2.21706
0.03924,0.24525,0.6867,-1.29492,-2.11896,2.82528
-0.94176,-0.67689,-2.58003,3.16863,2.2563,0.89271
-7.9461,-2.00124,-8.61318,-5.83695,-2.07972,-4.64013
-0.55917,-1.99143,-1.87371,3.81609,1.23606,2.16801
-0.51012,-0.77499,-3.16863,1.89333,1.58922,2.41326
2.34459,0.7848,0.34335,-1.16739,3.17844,-0.80442
-0.06867,0.62784,-0.64746,1.69713,-3.86514,-1.1772
-0.57879,-0.14715,-0.31392,0.72594,-1.46169,-0.69651
1.44207,1.92276,2.36421,0.28449,0.61803,-2.75661
-0.72594,1.23606,-0.06867,-0.66708,-0.20601,4.19868
-5.87619,0.99081,-3.01167,-3.65913,-3.73761,-5.85657
1.23606,2.4525,0.52974,-2.68794,-0.61803,3.52179
-1.04967,-2.71737,0.26487,1.54017,-1.1772,1.09872
2.3544,1.50093,-0.17658,-0.00981,1.14777,0.77499
-1.19682,1.26549,0.85347,-1.71675,-0.33354,0.92214
-0.7848,0.21582,0.48069,0.33354,0.04905,-0.24525
1.09872,-0.73575,-0.99081,-0.03924,3.11958,1.19682
-1.55979,-4.44393,0.23544,0.46107,-1.03986,-3.71799
-0.21582,-0.64746,-0.27468,-3.08034,0.17658,0.99081
-3.6297,0.11772,0.5886,1.18701,-1.11834,-2.00124
0.92214,0.46107,-2.4525,1.12815,3.08034,1.72656
0.06867,0.23544,-0.73575,-1.0791,3.2373,1.1772
-0.8829,-0.51993,0.17658,1.72656,2.68794,-3.67875
3.09015,-0.17658,0.76518,-1.31454,2.08953,1.77561
-3.61008,-1.15758,4.39488,-1.09872,1.61865,2.44269
1.09872,-1.85409,-3.59046,-0.28449,0.3924,1.962
1.88352,5.25816,2.943,1.61865,0.97119,-4.0221
-0.73575,3.14901,-0.95157,1.72656,-3.56103,2.95281
4.03191,3.06072,1.962,0.92214,0.14715,4.22811
-2.19744,1.08891,-0.77499,0.21582,-0.05886,2.87433
1.71675,1.50093,0.89271,-0.3924,1.99143,0.10791
-0.2943,-2.11896,0.67689,0.10791,1.45188,0.67689
0.36297,-1.16739,0.85347,-0.86328,-2.61927,0.74556
0.32373,-0.83385,0.85347,-0.47088,1.41264,0.67689
-0.02943,1.08891,0.74556,0.45126,-0.02943,-2.22687
1.81485,1.92276,-2.95281,2.0601,1.74618,-0.44145
2.09934,-0.73575,-0.84366,-0.96138,-0.76518,-1.24587
-2.05029,-5.63094,-0.53955,-0.0981,-0.75537,-4.63032
-0.7848,2.69775,1.91295,-0.72594,-0.55917,-2.40345
2.73699,1.43226,1.88352,0.8829,3.46293,-1.43226
2.58984,2.92338,-1.45188,-0.17658,0.0,0.35316
0.94176,-0.25506,0.89271,3.51198,-3.01167,0.73575
-1.1772,-0.74556,0.33354,0.37278,-2.02086,1.80504
0.52974,0.01962,3.3354,-0.91233,-2.0601,-0.37278
0.10791,-0.5886,1.1772,-0.80442,0.50031,-0.93195
1.01043,-0.89271,0.0981,-0.57879,1.09872,-1.91295
-3.22749,0.8829,-0.92214,-4.99329,-5.25816,-2.82528
3.6297,0.32373,-1.8639,0.77499,1.50093,1.14777
-2.20725,0.51012,-1.13796,-0.5886,0.61803,-1.01043
-1.24587,3.0411,-0.80442,-0.04905,-1.20663,-1.6677
-1.35378,-0.06867,0.5886,3.67875,0.07848,1.88352
0.79461,0.87309,-2.66832,-1.10853,1.35378,-0.76518
1.23606,1.38321,-0.08829,-0.33354,0.1962,5.11101
-2.93319,-2.80566,-2.17782,0.54936,0.17658,-0.77499
-1.95219,-0.04905,1.31454,-1.95219,-1.59903,2.40345
3.52179,0.40221,1.46169,1.05948,-0.62784,1.92276
2.31516,-0.51012,-0.16677,1.54998,-2.14839,2.4525
2.57022,1.43226,1.2753,3.52179,2.36421,4.16925
1.49112,4.55184,3.41388,0.73575,0.15696,-4.34583
-1.72656,-2.12877,-1.68732,-0.94176,4.17906,-1.29492
-1.19682,1.46169,-3.924,-2.01105,-2.00124,-2.54079
-0.41202,-2.02086,-0.59841,-1.74618,3.01167,-0.31392
1.24587,-1.34397,0.0981,-1.73637,0.37278,1.88352
-1.39302,0.40221,0.06867,2.11896,0.65727,0.43164
-0.01962,1.93257,2.81547,0.75537,2.08953,-0.51993
0.84366,-0.52974,-1.48131,-0.06867,0.77499,0.36297
0.00981,-1.38321,-1.52055,-3.61008,0.51012,2.61927
0.48069,-0.56898,-1.962,0.23544,-0.35316,-1.52055
0.97119,1.95219,0.83385,1.99143,0.73575,0.55917
-1.65789,-0.55917,2.95281,-0.63765,0.50031,3.34521
-3.95343,-5.66037,-2.92338,-2.33478,-1.22625,-4.32621
-2.69775,0.27468,0.76518,-1.43226,-0.8829,-0.10791
-10.47708,-2.78604,-6.58251,-4.81671,-0.02943,1.11834
1.25568,-0.81423,-2.23668,-2.89395,1.88352,3.67875
-0.75537,2.43288,0.38259,0.0,-2.37402,-4.06134
-0.981,0.40221,-1.49112,0.55917,-1.00062,0.74556
1.90314,0.86328,-2.31516,-2.02086,-0.42183,1.32435
1.83447,0.73575,1.22625,0.53955,0.61803,0.95157
-0.99081,0.33354,-1.72656,-1.0791,3.14901,1.70694
-4.5126,-8.7309,-5.67999,-3.7278,-3.38445,-2.96262
-1.03005,1.82466,-1.72656,-0.55917,0.57879,2.56041
0.71613,-0.03924,-0.42183,-1.70694,-0.30411,0.21582
-8.86824,-1.87371,-9.17235,-7.53408,-5.67999,-4.5126
-2.72718,-0.71613,-1.06929,2.01105,4.10058,-2.88414
0.00981,0.89271,1.09872,0.99081,0.04905,-1.74618
1.65789,4.00248,-0.55917,0.71613,-1.05948,1.81485
3.85533,2.58984,2.68794,4.62051,1.40283,1.01043
-0.44145,-0.3924,-0.31392,0.95157,-0.37278,-1.87371
1.49112,0.17658,-1.51074,0.60822,1.88352,-0.32373
-0.28449,-0.80442,-1.6677,-0.54936,-0.75537,1.48131
-8.21097,-2.81547,-6.94548,-5.17968,-1.72656,-2.13858
-2.04048,3.08034,-1.16739,-0.70632,0.00981,-3.41388
1.44207,1.54017,-0.62784,0.0,3.74742,2.86452
2.01105,-0.92214,1.4715,2.46231,0.61803,-2.58984
0.02943,-0.60822,-1.05948,-0.35316,-0.52974,0.97119
1.98162,-2.17782,-0.81423,-2.56041,1.09872,3.16863
-2.42307,-0.85347,1.79523,0.48069,0.17658,-1.31454
1.52055,1.20663,1.5696,3.924,1.58922,1.03986
1.69713,-2.05029,-0.27468,-3.25692,1.69713,-0.41202
0.65727,-1.43226,-0.22563,-1.19682,3.08034,-1.25568
4.07115,-1.49112,3.08034,3.86514,-1.31454,1.08891
-1.16739,0.40221,3.84552,0.16677,-2.0601,0.63765
2.63889,-0.8829,-2.48193,-0.50031,2.66832,1.1772
0.85347,-0.40221,0.28449,2.63889,0.71613,-1.67751
-2.59965,1.19682,0.23544,0.04905,-1.71675,-2.1582
1.71675,-0.65727,1.25568,-2.96262,0.79461,-2.87433
5.16987,2.86452,-0.6867,3.11958,2.53098,3.69837
-0.26487,-0.54936,-1.43226,1.39302,0.97119,0.23544
-0.4905,1.00062,0.08829,-2.1582,1.21644,1.7658
-0.79461,-0.67689,-1.97181,-0.04905,-2.24649,1.5696
3.58065,1.62846,1.74618,0.44145,1.29492,5.63094
0.31392,0.67689,1.77561,2.05029,-2.23668,-2.31516
0.32373,0.0981,-0.95157,1.3734,-0.91233,-0.75537
2.41326,1.59903,3.88476,3.6297,0.15696,-3.60027
-0.93195,1.99143,1.25568,0.74556,-0.67689,-2.16801
1.60884,-1.69713,0.8829,1.26549,-0.32373,-0.1962
-2.57022,0.1962,0.8829,-0.08829,1.22625,-0.10791
1.57941,-1.48131,2.1582,0.77499,-1.68732,0.59841
1.29492,-1.22625,0.54936,2.51136,1.54998,-2.30535
0.21582,2.44269,1.49112,-0.13734,-0.24525,-4.10058
-3.08034,0.86328,-2.13858,-0.28449,0.56898,-1.87371
2.21706,1.5696,-0.52974,1.98162,-1.62846,-0.81423
-0.07848,-0.36297,1.00062,1.39302,-0.53955,-0.03924
-0.77499,2.13858,-1.29492,-0.21582,-2.0601,-1.03986
-5.71923,-6.78852,-4.25754,-3.10977,-0.03924,-2.17782
-2.46231,-0.31392,1.97181,1.74618,0.20601,-2.77623
-0.06867,1.4715,1.45188,1.85409,-0.76518,3.4335
-1.13796,-0.30411,1.04967,-0.53955,1.75599,-0.76518
-0.52974,-0.03924,0.52974,0.36297,-2.58003,0.93195
-0.93195,-0.04905,1.12815,-2.51136,3.15882,0.46107
-1.1772,1.11834,2.00124,-1.33416,-1.31454,1.03005
2.1582,0.71613,-0.30411,2.16801,1.13796,2.16801
1.57941,3.1392,2.1582,1.35378,1.67751,-1.5696
-5.69961,-7.22997,-5.81733,-4.6107,-3.31578,-4.20849
-0.34335,0.07848,-0.22563,-2.943,1.36359,-1.98162
0.21582,3.19806,-0.64746,0.36297,1.44207,1.97181
4.44393,2.02086,2.12877,-0.99081,2.12877,-0.51993
1.52055,0.75537,-2.59965,0.13734,-0.69651,-0.47088
1.43226,-0.48069,0.01962,3.00186,0.41202,-2.88414
2.48193,0.2943,-2.0601,0.04905,0.26487,1.82466
0.02943,0.15696,2.09934,-0.89271,-0.13734,-1.20663
3.08034,4.66956,2.32497,1.29492,0.30411,1.79523
1.7658,1.55979,1.54017,0.0,2.87433,0.62784
1.3734,-0.38259,0.83385,-2.6487,-0.87309,-1.01043
-1.20663,-0.31392,3.27654,-0.87309,0.12753,2.54079
3.54141,-0.18639,-3.0411,0.50031,-0.83385,-0.30411
1.44207,3.89457,2.17782,0.91233,1.73637,-1.77561
-0.70632,3.20787,-1.72656,0.43164,1.31454,-0.28449
-0.92214,0.13734,1.94238,-2.87433,-2.05029,-1.22625
-0.8829,2.48193,0.97119,1.08891,-0.10791,0.46107
-2.43288,0.11772,0.05886,-4.35564,0.40221,1.32435
-0.96138,1.03005,3.61989,1.68732,0.01962,-2.49174
1.1772,-0.02943,1.72656,-2.16801,1.64808,1.38321
0.06867,-0.60822,0.54936,3.09015,3.27654,-2.36421
-1.59903,-2.26611,-1.30473,3.19806,0.97119,-0.45126
-2.42307,-0.30411,1.20663,-0.40221,0.30411,-2.60946
1.51074,-3.1392,1.98162,-2.19744,-0.0981,0.63765
-1.53036,0.69651,-0.90252,-0.27468,2.04048,0.80442
1.91295,-2.71737,0.57879,-2.23668,0.02943,0.85347
-2.43288,0.8829,-2.42307,0.10791,-0.97119,0.01962
-0.66708,-1.53036,-1.20663,2.29554,2.01105,-3.42369
0.59841,0.0981,-2.42307,-1.21644,-0.63765,2.92338
1.04967,0.62784,-1.97181,-2.32497,2.59965,0.94176
3.71799,0.20601,-2.76642,0.92214,-0.20601,-0.90252
1.54998,-2.49174,-1.72656,-1.40283,2.3544,3.93381
-1.16739,0.47088,0.23544,0.00981,1.52055,-0.26487
-0.40221,-0.24525,-0.41202,2.30535,-3.00186,-1.61865
-0.92214,2.04048,1.08891,-0.99081,-0.01962,5.1993
1.09872,0.90252,-2.26611,-2.63889,0.1962,2.02086
1.05948,1.32435,0.1962,1.50093,-0.37278,1.18701
-1.01043,-2.38383,-0.41202,2.18763,2.65851,-0.35316
2.32497,1.21644,1.18701,0.7848,1.81485,0.53955
1.79523,0.30411,-1.0791,0.01962,0.90252,-1.85409
1.962,-1.20663,1.3734,-1.18701,-2.53098,-2.61927
-1.84428,0.14715,1.53036,0.07848,0.74556,1.03986
2.38383,1.58922,-0.22563,2.17782,-0.4905,-1.34397
0.40221,-0.53955,1.85409,2.24649,-0.73575,-0.54936
-7.56351,-2.34459,-8.97615,-6.06258,-2.00124,-2.83509
1.05948,-0.67689,-4.25754,1.75599,1.90314,2.68794
-10.2024,-2.8449,-7.23978,-4.73823,-0.42183,1.8639
0.08829,-1.85409,-2.17782,1.15758,-0.34335,0.62784
-2.81547,-1.35378,2.02086,0.59841,-0.61803,0.48069
-1.75599,1.08891,0.56898,-0.70632,-2.83509,-1.40283
-5.83695,-7.05339,-3.6297,-1.04967,2.23668,-2.34459
0.43164,-0.87309,0.20601,1.4715,1.11834,-4.65975
0.35316,-1.94238,-1.73637,-0.77499,0.04905,1.05948
0.03924,0.6867,-0.70632,-2.87433,-2.20725,-2.68794
-0.26487,0.0981,0.81423,-0.14715,0.57879,-2.61927
0.77499,0.01962,-0.1962,3.36483,1.8639,-1.6677
-0.51993,2.32497,1.16739,-2.80566,-1.84428,-0.31392
-0.96138,1.08891,1.38321,-0.86328,0.1962,3.19806
-1.52055,-0.64746,-0.28449,1.84428,-2.943,-1.42245
-1.82466,-1.03986,-1.15758,1.78542,3.25692,-4.29678
-0.95157,0.51012,0.99081,2.24649,1.2753,-7.23978
0.24525,1.38321,0.981,0.97119,-1.01043,-1.28511
1.75599,3.18825,2.88414,3.20787,0.55917,-2.47212
2.71737,-1.40283,2.00124,0.84366,0.33354,6.22935
0.67689,0.08829,-0.32373,0.24525,-3.94362,-0.32373
-0.50031,-1.48131,-0.08829,-1.61865,-2.58984,-1.87371
0.61803,-1.32435,-0.95157,0.15696,-0.34335,1.53036
-3.09996,-2.79585,-1.39302,-1.99143,1.03986,-2.61927
-0.80442,0.20601,-0.94176,0.53955,-2.1582,-2.68794
-0.48069,-0.22563,-0.15696,-0.17658,0.06867,0.33354
1.03986,-1.3734,-0.76518,1.03005,0.47088,2.17782
0.57879,-1.00062,1.06929,1.42245,3.42369,-0.55917
-4.97367,-3.31578,-2.0601,-5.13063,-4.49298,-2.20725
3.79647,2.62908,0.21582,2.71737,-0.48069,-0.02943
0.97119,1.40283,-2.5506,-1.16739,-0.35316,1.25568
2.93319,4.98348,1.26549,3.45312,-0.48069,5.02272
2.58984,4.18887,4.22811,-0.15696,-1.6677,-3.64932
0.21582,1.63827,0.6867,0.03924,-2.54079,4.04172
-0.15696,1.57941,0.46107,1.23606,0.25506,2.77623
-0.59841,-1.15758,-0.64746,0.84366,0.84366,-1.4715
2.93319,1.46169,2.16801,3.44331,2.34459,1.60884
0.87309,0.42183,1.11834,-1.34397,-1.24587,4.6107
-0.1962,-0.77499,-0.24525,0.52974,1.34397,-1.26549
0.32373,3.50217,0.16677,1.31454,1.04967,-0.44145
0.99081,-2.54079,-0.36297,1.26549,0.08829,0.96138
0.64746,0.28449,1.61865,3.6297,3.21768,0.42183
-0.03924,0.52974,3.07053,1.4715,0.90252,-0.93195
0.04905,1.3734,-0.981,1.00062,0.31392,2.92338
0.59841,2.31516,1.40283,-1.52055,0.28449,4.14963
0.37278,-0.06867,-1.11834,0.51012,1.45188,0.32373
1.10853,0.89271,-0.93195,-2.05029,2.88414,2.11896
-0.91233,1.31454,-1.30473,1.39302,0.8829,0.86328
-0.82404,-0.92214,-0.8829,-2.17782,-0.54936,2.44269
-0.61803,1.2753,-0.42183,0.73575,1.38321,-0.71613
-4.00248,-5.17968,-4.37526,-1.4715,-0.81423,-1.69713
-1.11834,1.29492,-0.70632,1.2753,0.33354,-1.15758
-0.85347,0.74556,-3.31578,-0.42183,3.83571,4.83633
-1.03005,-0.61803,-0.91233,-2.78604,-1.68732,2.12877
1.62846,2.50155,1.78542,2.71737,-0.5886,0.06867
-0.01962,3.20787,-0.8829,0.96138,-0.36297,4.88538
-0.08829,1.88352,3.21768,-0.10791,-1.20663,1.11834
-0.95157,3.10977,-2.48193,-0.73575,-0.18639,-2.31516
-1.91295,0.45126,-0.8829,-2.17782,-2.05029,0.45126
0.13734,0.79461,-0.60822,2.90376,1.61865,-1.70694
0.06867,1.19682,-1.02024,0.32373,0.23544,3.02148
1.55979,-0.56898,0.0,1.43226,-1.23606,0.90252
2.42307,1.65789,1.20663,0.32373,-1.13796,3.19806
-0.20601,-1.54017,0.54936,0.27468,0.66708,1.2753
-5.74866,-8.22078,-5.1012,-0.93195,-0.70632,-2.943
-6.99453,-4.82652,-9.39798,-5.41512,-4.93443,-4.65975
-1.68732,-0.90252,-0.07848,-3.4335,-1.02024,1.75599
1.67751,3.14901,0.73575,-0.2943,-2.0601,2.95281
-0.02943,-1.65789,-0.75537,0.51993,-1.65789,2.00124
-0.17658,-0.38259,0.981,3.46293,3.52179,-1.16739
0.73575,0.28449,1.39302,-1.5696,-0.53955,3.38445
-0.90252,-0.38259,0.73575,0.71613,0.66708,-6.05277
1.26549,2.65851,0.69651,2.39364,-0.12753,0.32373
-0.43164,1.53036,2.62908,0.14715,-0.20601,3.20787
-0.67689,0.47088,-0.74556,2.52117,-0.7848,2.24649
-0.03924,1.69713,1.82466,0.04905,-0.01962,1.64808
3.51198,1.35378,1.46169,0.0981,-0.92214,2.0601
-2.75661,-0.24525,0.92214,0.14715,-0.13734,0.48069
-1.34397,-1.2753,1.6677,1.30473,-0.52974,2.8449
-2.2563,1.02024,-0.15696,-0.89271,-1.62846,-0.32373
0.89271,-1.04967,0.99081,-0.18639,-2.92338,-1.30473
-2.44269,-0.46107,-2.07972,-0.21582,-1.22625,-1.53036
0.31392,0.60822,-0.81423,0.08829,-1.4715,5.08158
0.20601,1.36359,-2.07972,-2.06991,-1.83447,1.4715
-2.10915,0.3924,1.71675,0.24525,0.74556,-2.86452
0.1962,-1.3734,-0.01962,-0.43164,-0.70632,0.37278
2.1582,2.00124,2.4525,2.09934,-1.5696,-4.64013
-1.42245,2.5506,0.67689,1.54998,-0.63765,-0.84366
0.79461,0.51012,0.11772,-0.12753,-0.4905,4.17906
-1.98162,0.83385,-0.25506,1.73637,-0.26487,-1.46169
-4.67937,-7.32807,-4.0221,-4.10058,0.5886,-0.32373
0.66708,-1.01043,1.28511,1.42245,-0.89271,0.0
-2.29554,-0.7848,1.26549,1.65789,-0.08829,-0.31392
1.98162,3.64932,4.13001,-1.22625,2.60946,-1.80504
1.03005,0.89271,1.63827,-1.36359,0.13734,2.943
-0.46107,1.33416,0.64746,-2.37402,0.92214,-1.06929
-1.42245,-2.44269,-2.89395,0.38259,0.5886,-0.53955
-2.95281,-0.64746,0.34335,0.56898,-1.02024,-3.20787
-5.17968,-3.85533,-2.31516,-0.70632,2.02086,-2.12877
-0.60822,-1.08891,1.4715,1.1772,-2.11896,1.54998
-1.41264,0.0,-1.13796,-2.86452,3.31578,-0.14715
-4.76766,-5.53284,-4.09077,-1.03005,2.11896,-2.01105
0.62784,0.15696,0.1962,1.74618,-0.37278,-2.18763
0.82404,-0.12753,-1.42245,-1.53036,1.61865,1.19682
-6.19011,-6.58251,-3.54141,-3.66894,1.34397,0.28449
-1.21644,-0.47088,5.56227,1.11834,-0.57879,-0.84366
-1.21644,-0.8829,2.06991,-0.21582,0.62784,0.46107
0.36297,1.78542,0.99081,0.59841,-3.54141,-2.43288
-0.27468,-0.80442,2.00124,1.34397,5.84676,-3.22749
-2.14839,1.50093,1.41264,2.14839,-0.981,-2.1582
1.46169,-2.78604,-0.36297,-2.1582,0.5886,3.22749
-1.43226,-2.39364,0.30411,1.98162,-0.83385,-1.44207
1.78542,-2.943,1.63827,2.80566,-0.0981,-2.943
-2.91357,-0.61803,0.16677,-0.83385,-1.12815,-0.36297
-1.11834,2.3544,2.58984,1.50093,-3.77685,-4.13982
3.64932,2.73699,2.943,5.3955,1.72656,0.66708
0.2943,3.51198,1.50093,-0.59841,1.20663,-5.2974
3.68856,0.40221,2.36421,-0.56898,2.81547,0.44145
-1.11834,0.3924,0.0981,-0.61803,0.60822,2.14839
-0.63765,1.50093,3.3354,0.03924,-0.72594,2.22687
-1.39302,-4.16925,0.48069,0.91233,-1.67751,-3.25692
1.3734,1.59903,0.54936,2.97243,2.78604,2.18763
-6.0822,-6.60213,-2.46231,-2.86452,1.14777,-1.05948
0.74556,-0.85347,0.83385,-0.32373,1.14777,0.91233
-0.26487,0.14715,-0.59841,0.17658,-1.79523,0.10791
-0.35316,-0.02943,0.6867,0.16677,-1.12815,0.59841
1.69713,2.71737,1.81485,0.85347,-0.85347,-3.32559
2.42307,3.31578,0.74556,1.5696,-2.48193,4.72842
5.07177,-1.2753,1.78542,3.52179,1.03986,1.98162
-0.25506,1.25568,1.54998,-1.10853,-0.44145,-1.7658
-0.81423,1.43226,1.71675,0.48069,-0.96138,4.74804
2.06991,0.15696,1.40283,1.26549,-0.1962,-1.8639
0.03924,-1.35378,-2.17782,0.89271,1.49112,2.31516
2.20725,1.25568,1.48131,-0.10791,1.64808,0.35316
1.48131,-1.54017,-0.10791,2.52117,-1.38321,-1.46169
1.40283,2.00124,2.97243,1.20663,-1.46169,-4.2183
-0.31392,-0.05886,-1.97181,-0.60822,-2.0601,0.65727
-2.05029,-0.18639,-1.15758,-0.8829,2.1582,2.06991
0.96138,-2.78604,-0.51993,0.66708,3.99267,-0.90252
-3.05091,-1.87371,2.93319,-0.12753,1.84428,-0.59841
-2.08953,2.58003,5.53284,2.62908,-0.93195,-4.48317
-0.73575,-1.52055,-1.52055,-2.07972,-0.53955,1.00062
1.03986,-3.77685,-0.72594,1.1772,0.04905,-0.14715
0.21582,1.13796,2.4525,-0.37278,-2.08953,1.03005
-2.37402,0.92214,-0.20601,0.03924,0.8829,1.00062
