Crack1_30,Crack1_50,Crack2_30,Crack2_50,Crack3_30,Crack3_50,Crack4_30,Crack4_50,Crack5_30,Crack5_50,Crack6_30,Crack6_50
-2.48193,-0.71613,-5.74866,5.6898,-1.22625,0.14715,-0.12753,1.79523,-1.49112,-0.77499,-2.00124,-1.48131
-2.0601,0.48069,-6.40593,6.26859,-0.7848,-1.02024,-0.0981,0.94176,-1.75599,-0.43164,-2.27592,-2.54079
-2.03067,0.95157,-6.48441,6.2784,-1.06929,-1.46169,-0.70632,1.6677,-1.83447,-0.4905,-3.29616,-3.41388
-2.02086,1.59903,-6.09201,4.66956,-0.61803,-2.40345,-0.32373,2.1582,-2.66832,-0.38259,-3.77685,-3.61008
-2.78604,1.59903,-5.80752,5.56227,-0.08829,-2.33478,-0.53955,2.87433,-1.55979,0.3924,-3.47274,-2.87433
-1.50093,1.13796,-5.36607,6.42555,-0.13734,-3.24711,0.20601,3.08034,-1.65789,0.11772,-4.35564,-3.09996
-2.05029,1.12815,-5.63094,5.02272,-0.53955,-2.78604,-0.0981,3.99267,-0.75537,0.16677,-4.63032,-4.64013
-1.95219,1.8639,-4.99329,4.78728,-0.51993,-1.16739,0.73575,4.62051,-1.18701,0.18639,-4.6107,-5.65056
-1.55979,1.2753,-4.44393,4.35564,0.23544,-1.28511,0.46107,4.82652,-1.03986,1.35378,-3.71799,-5.45436
-1.39302,1.58922,-4.16925,2.34459,0.48069,-1.8639,0.91233,4.75785,-1.67751,1.54017,-3.25692,-5.54265
-1.44207,1.57941,-4.08096,1.46169,0.25506,-2.10915,0.47088,4.75785,-1.63827,2.23668,-3.44331,-5.5917
-0.66708,1.68732,-2.7468,0.77499,0.0981,-1.41264,1.03005,4.81671,-1.77561,2.0601,-2.96262,-5.65056
-0.84366,1.11834,-2.1582,0.51012,0.50031,-1.55979,0.61803,4.37526,-0.3924,2.54079,-2.63889,-5.85657
-0.46107,-0.24525,-1.68732,-0.981,1.03005,-1.34397,1.25568,3.78666,-0.43164,3.09996,-2.49174,-5.52303
-0.59841,1.19682,-1.54998,-1.06929,0.48069,-0.65727,1.35378,3.83571,-0.52974,3.32559,-2.46231,-5.74866
0.01962,0.59841,-0.74556,-0.62784,1.2753,1.12815,1.63827,4.28697,0.43164,1.71675,-1.16739,-6.50403
-0.13734,1.65789,-0.26487,-0.6867,1.52055,1.59903,1.28511,3.91419,0.32373,2.01105,-0.25506,-6.94548
-0.07848,2.59965,-0.36297,-2.68794,1.00062,0.53955,1.39302,3.38445,-0.53955,2.46231,-0.03924,-6.48441
0.73575,2.6487,-0.65727,-1.64808,0.5886,1.02024,1.6677,2.60946,0.28449,2.72718,-1.69713,-5.55246
1.03986,4.08096,-0.36297,-1.62846,1.12815,1.03986,1.09872,2.47212,0.06867,2.48193,-1.84428,-4.88538
0.84366,4.5126,-0.53955,-1.55979,0.53955,0.50031,0.13734,1.81485,0.61803,3.0411,0.55917,-3.32559
0.71613,3.1392,-0.53955,-3.25692,0.85347,0.40221,0.66708,1.35378,0.18639,2.23668,-0.21582,-3.18825
0.7848,2.69775,-0.44145,-0.51012,0.59841,-1.16739,0.14715,0.45126,0.7848,3.38445,-0.63765,-2.80566
0.74556,2.37402,-0.24525,0.89271,0.55917,-0.7848,0.0,0.60822,1.65789,2.2563,-0.72594,-2.57022
0.37278,2.96262,-0.76518,1.61865,1.04967,0.50031,-0.20601,0.87309,1.35378,1.61865,1.41264,-2.31516
0.59841,3.99267,-1.38321,-0.42183,0.16677,0.83385,0.92214,-0.20601,1.32435,2.30535,-0.54936,-2.07972
0.28449,3.64932,-1.73637,0.69651,-0.83385,-0.31392,0.01962,-1.29492,2.10915,1.89333,-0.81423,-1.48131
-0.38259,3.00186,-2.0601,2.20725,-1.38321,1.57941,0.18639,-1.54017,1.95219,3.25692,0.85347,-0.17658
-0.92214,1.45188,-2.17782,2.3544,-2.28573,0.77499,-0.51012,-2.19744,0.74556,2.82528,1.04967,1.23606
-1.42245,1.10853,-2.44269,0.83385,-2.89395,1.70694,0.38259,-1.71675,0.5886,2.82528,-0.53955,1.38321
-2.31516,0.3924,-2.67813,2.58984,-2.80566,2.12877,-0.35316,-1.63827,1.28511,2.79585,0.12753,0.7848
-2.71737,-0.81423,-3.61989,4.54203,-3.18825,2.52117,-0.06867,-2.12877,0.83385,2.83509,0.4905,0.66708
-3.25692,-0.77499,-3.93381,3.85533,-3.39426,2.6487,-0.27468,-0.38259,-0.28449,1.25568,-0.62784,0.08829
-3.79647,-0.56898,-4.44393,3.45312,-3.95343,3.09015,-0.18639,-0.04905,-0.21582,1.2753,-1.55979,-0.65727
-4.11039,0.0,-4.74804,4.32621,-3.46293,2.39364,-0.81423,0.61803,0.24525,0.92214,-1.06929,-0.35316
-4.00248,0.20601,-5.17968,4.64013,-4.37526,1.94238,-1.4715,0.92214,-0.81423,1.46169,-1.69713,-0.14715
-4.05153,-0.37278,-5.55246,2.38383,-4.57146,1.41264,-1.54017,2.6487,-2.79585,0.81423,-2.79585,-0.12753
-4.29678,0.26487,-5.18949,1.99143,-5.28759,0.23544,-1.85409,2.39364,-1.84428,1.41264,-4.86576,-0.13734
-4.32621,0.87309,-5.36607,4.62051,-4.7088,-0.13734,-2.28573,2.27592,-1.44207,2.79585,-3.50217,1.35378
-4.15944,0.64746,-5.36607,4.85595,-5.1012,-0.05886,-1.74618,1.98162,-2.4525,2.52117,-3.03129,-0.11772
-4.30659,2.36421,-6.22935,2.76642,-4.48317,-0.95157,-2.17782,2.51136,-3.52179,2.52117,-3.8259,-1.19682
-3.924,2.76642,-6.09201,4.09077,-4.79709,-1.42245,-2.41326,2.65851,-2.39364,2.27592,-3.52179,-1.99143
-3.52179,3.79647,-6.19011,4.44393,-4.17906,-1.92276,-1.70694,3.19806,-1.62846,2.24649,-3.95343,-0.50031
-3.20787,3.40407,-5.51322,3.58065,-4.14963,-2.83509,-1.53036,3.01167,-2.2563,1.55979,-4.24773,-1.09872
-2.78604,3.81609,-4.96386,1.54998,-3.60027,-4.13001,-1.72656,3.01167,-3.18825,2.76642,-5.35626,-2.00124
-2.37402,2.97243,-4.59108,1.82466,-3.3354,-4.82652,-1.21644,3.10977,-1.62846,2.7468,-4.13982,-1.50093
-1.81485,3.89457,-3.86514,2.00124,-2.81547,-4.74804,-1.04967,2.18763,0.0,2.96262,-4.47336,-2.27592
-2.04048,2.66832,-4.06134,0.1962,-2.80566,-2.52117,-0.70632,1.10853,-1.38321,2.99205,-3.47274,-2.943
-2.09934,3.34521,-3.90438,0.27468,-2.30535,-4.00248,-0.38259,0.51993,-1.71675,3.7278,-3.7278,-4.0221
-2.02086,3.5316,-3.48255,0.37278,-2.44269,-2.91357,0.16677,0.3924,-0.56898,3.77685,-3.924,-4.71861
-2.16801,2.49174,-3.24711,-1.4715,-2.17782,-1.75599,0.95157,0.34335,0.91233,2.75661,-3.73761,-4.20849
-2.33478,1.90314,-3.2373,-2.69775,-1.962,-1.87371,0.70632,0.40221,-0.17658,3.60027,-3.22749,-3.85533
-2.69775,2.48193,-2.72718,-3.05091,-1.70694,-1.46169,0.48069,1.09872,0.45126,4.47336,-3.6297,-4.62051
-2.23668,1.93257,-2.30535,-1.94238,-2.17782,-0.34335,0.77499,1.06929,1.72656,3.12939,-3.69837,-5.36607
-2.32497,1.68732,-1.94238,-2.59965,-1.962,-0.99081,1.10853,0.4905,1.84428,3.94362,-3.46293,-3.87495
-2.63889,2.40345,-2.03067,-1.75599,-1.70694,-0.60822,0.40221,-0.2943,0.93195,4.56165,-3.41388,-3.55122
-3.45312,3.1392,-2.24649,-1.92276,-1.40283,-0.6867,0.47088,-0.72594,1.41264,5.30721,-1.26549,-4.27716
-3.09996,3.78666,-2.57022,-0.77499,-1.12815,-0.15696,0.45126,-1.35378,2.1582,2.88414,-2.52117,-4.16925
-3.4335,4.09077,-2.5506,-0.23544,-1.03986,0.981,0.0,-1.89333,1.77561,2.47212,-0.65727,-1.62846
-4.32621,4.59108,-3.20787,-0.3924,-1.34397,1.12815,-0.33354,-2.36421,2.48193,2.40345,-2.02086,-0.24525
-4.66956,4.13001,-3.41388,-0.67689,-2.76642,1.13796,-0.43164,-1.92276,2.47212,3.73761,-1.962,-0.05886
-4.57146,3.10977,-3.08034,-0.31392,-2.68794,1.71675,-0.35316,-1.73637,2.42307,1.4715,-1.57941,-0.42183
-5.17968,2.92338,-3.85533,1.31454,-2.31516,1.08891,-0.70632,-1.82466,2.02086,1.54998,-2.12877,1.05948
-5.53284,4.16925,-4.74804,3.51198,-3.54141,0.65727,-1.19682,-2.40345,2.57022,1.49112,-2.38383,1.4715
-4.76766,4.13982,-5.53284,4.16925,-4.09077,1.05948,-1.03005,-2.95281,2.11896,1.33416,-2.01105,-0.31392
-5.1012,3.81609,-6.09201,2.98224,-3.97305,1.91295,-0.96138,-3.57084,1.62846,-0.15696,-1.18701,-0.00981
-5.83695,3.70818,-7.05339,3.73761,-3.6297,1.38321,-1.04967,-3.08034,2.23668,-0.46107,-2.34459,1.35378
-5.94486,3.26673,-7.39674,4.54203,-5.25816,1.95219,-1.19682,-3.95343,2.01105,-1.19682,-3.10977,2.38383
-5.87619,2.91357,-7.92648,3.69837,-5.26797,1.3734,-0.89271,-3.29616,0.3924,-1.01043,-1.05948,1.84428
-5.74866,1.92276,-8.22078,2.65851,-5.1012,1.15758,-0.93195,-2.3544,-0.70632,-1.1772,-2.943,1.97181
-5.96448,0.54936,-8.39736,2.51136,-5.85657,-0.67689,-0.76518,-1.03986,-1.00062,0.17658,-2.08953,1.89333
-5.4936,0.26487,-8.45622,4.73823,-6.78852,-0.64746,-0.96138,-1.02024,-1.78542,0.99081,-4.18887,1.0791
-5.23854,0.28449,-8.08344,3.57084,-6.90624,1.04967,-0.92214,0.03924,-2.54079,1.51074,-4.19868,0.01962
-5.26797,1.00062,-8.38755,2.3544,-6.51384,0.84366,-1.23606,0.03924,-1.11834,-0.24525,-3.93381,0.48069
-5.73885,0.44145,-8.76033,4.54203,-6.23916,1.53036,-1.03005,0.32373,-1.90314,0.65727,-4.35564,0.7848
-4.94424,0.65727,-8.99577,3.97305,-7.33788,-0.00981,-1.30473,0.3924,-2.65851,0.87309,-4.63032,0.87309
-5.0031,-0.0981,-7.68123,3.61008,-5.35626,0.32373,-1.06929,-0.01962,-3.68856,1.31454,-3.77685,1.67751
-4.77747,-0.30411,-6.70023,2.42307,-5.27778,-1.82466,-1.71675,0.81423,-3.19806,0.89271,-4.36545,0.63765
-4.38507,-0.8829,-6.45498,3.94362,-5.60151,-1.33416,-1.69713,1.97181,-3.22749,1.88352,-4.44393,0.06867
-4.28697,-0.03924,-6.19011,4.73823,-5.31702,-3.10977,-2.29554,1.78542,-3.02148,2.53098,-4.88538,-1.32435
-4.00248,0.45126,-5.13063,3.66894,-4.7088,-2.51136,-2.3544,2.0601,-3.32559,2.59965,-4.88538,-3.07053
-3.58065,0.5886,-6.00372,1.94238,-4.68918,-1.69713,-2.14839,1.22625,-1.57941,2.04048,-4.68918,-2.75661
-4.37526,1.23606,-5.67999,2.07972,-4.3164,-1.94238,-1.91295,0.36297,-2.21706,2.27592,-4.56165,-2.97243
-4.13982,1.69713,-5.01291,1.95219,-3.71799,-2.12877,-2.0601,-0.11772,-1.71675,1.99143,-4.44393,-1.54017
-3.95343,1.69713,-5.66037,0.54936,-2.92338,-0.90252,-2.33478,-1.55979,-1.22625,1.32435,-4.32621,-1.36359
-3.85533,1.02024,-4.92462,1.21644,-3.67875,-2.72718,-2.58984,-1.04967,0.04905,1.61865,-3.61008,-1.6677
-3.8259,0.84366,-4.89519,3.48255,-3.0411,-3.17844,-1.81485,-0.63765,-0.28449,1.46169,-3.76704,-2.46231
-3.3354,1.23606,-5.16987,3.16863,-1.74618,-5.13063,-1.67751,-1.24587,0.07848,0.96138,-3.59046,-2.19744
-4.09077,1.28511,-5.48379,1.08891,-2.00124,-3.61989,-2.07972,-1.36359,0.8829,1.16739,-0.69651,-2.42307
-4.3164,2.17782,-5.84676,2.07972,-2.90376,-4.2183,-1.70694,-1.69713,1.72656,1.11834,-1.93257,-3.28635
-4.76766,1.52055,-5.3955,0.76518,-2.16801,-3.99267,-1.1772,-2.83509,1.19682,1.43226,-1.45188,-3.02148
-5.38569,1.91295,-5.75847,-0.38259,-1.98162,-3.7278,-1.46169,-3.16863,2.26611,2.03067,-1.68732,-1.77561
-5.61132,1.08891,-6.43536,-1.97181,-2.28573,-2.75661,-1.80504,-3.61989,2.41326,2.4525,-2.01105,-0.71613
-5.2974,0.01962,-6.15087,-0.54936,-2.48193,-2.69775,-2.06991,-3.77685,2.62908,3.70818,-1.62846,0.12753
-5.73885,0.00981,-6.19011,0.30411,-2.42307,-2.77623,-1.79523,-3.0411,2.02086,4.78728,-1.33416,0.41202
-5.99391,0.05886,-6.41574,-0.01962,-2.31516,-1.91295,-1.99143,-3.0411,2.00124,4.37526,-0.7848,-0.15696
-6.23916,0.4905,-7.29864,0.62784,-2.36421,-1.35378,-2.63889,-2.72718,1.35378,3.1392,-0.59841,0.12753
-6.05277,0.28449,-6.90624,1.13796,-3.2373,-0.63765,-2.48193,-3.01167,1.23606,4.2183,-0.69651,-0.04905
-5.67999,0.76518,-6.48441,0.3924,-2.98224,-0.32373,-2.20725,-2.24649,0.95157,3.21768,-0.92214,0.36297
-6.0822,0.59841,-6.60213,-0.33354,-2.46231,0.85347,-2.86452,-2.63889,1.14777,3.25692,-1.05948,1.41264
-6.79833,0.00981,-7.4556,0.22563,-3.94362,1.13796,-3.64932,-2.51136,0.26487,3.16863,-0.56898,2.17782
-6.00372,0.30411,-6.90624,0.69651,-4.83633,0.65727,-3.75723,-2.27592,1.10853,3.4335,-1.18701,2.90376
-5.71923,-0.36297,-6.78852,1.41264,-4.25754,-0.6867,-3.10977,-2.19744,-0.03924,3.49236,-2.17782,3.93381
-5.50341,-0.30411,-7.56351,2.27592,-4.68918,-0.10791,-4.16925,-1.20663,-1.10853,2.98224,-3.19806,4.78728
-5.69961,-0.64746,-7.22997,4.04172,-5.81733,0.77499,-4.6107,-2.11896,-3.31578,1.06929,-4.20849,4.38507
-5.48379,-0.99081,-7.41636,4.64013,-5.46417,0.51012,-3.8259,-1.35378,-1.95219,1.03986,-1.70694,4.73823
-5.57208,-1.09872,-8.36793,5.66037,-5.80752,1.39302,-3.21768,-1.11834,-3.09015,1.39302,-2.24649,4.60089
-4.71861,-1.04967,-8.60337,5.17968,-4.81671,1.4715,-3.88476,-1.41264,-4.13001,-0.41202,-2.57022,5.85657
-4.93443,-0.50031,-8.5347,4.24773,-5.63094,0.28449,-3.66894,-1.79523,-5.07177,-0.02943,-2.21706,5.56227
-4.86576,-0.05886,-8.76033,3.14901,-6.11163,-2.61927,-3.99267,-1.46169,-2.86452,1.22625,-2.70756,5.40531
-4.5126,-0.81423,-8.7309,3.99267,-5.67999,-2.32497,-3.7278,-3.14901,-3.38445,0.00981,-2.96262,5.87619
-4.14963,0.26487,-8.32869,3.34521,-5.48379,-3.20787,-4.23792,-2.76642,-3.69837,-0.00981,-4.03191,5.2974
-4.17906,0.03924,-8.66223,1.93257,-6.23916,-2.07972,-4.18887,-2.63889,-4.30659,0.15696,-2.59965,4.46355
-4.77747,-0.26487,-8.61318,1.59903,-5.7879,-4.01229,-4.11039,-2.16801,-2.13858,-0.42183,-2.61927,3.00186
-4.74804,0.15696,-9.14292,2.19744,-5.27778,-0.8829,-3.97305,-2.14839,-2.51136,-0.81423,-1.6677,2.26611
-4.30659,0.63765,-8.6328,2.02086,-4.94424,-1.61865,-4.34583,-1.77561,-2.85471,-0.48069,-1.90314,0.74556
-4.94424,0.20601,-8.61318,-0.66708,-5.12082,-0.92214,-4.5126,-1.68732,-2.11896,-0.34335,-1.38321,-0.1962
-4.905,-0.27468,-8.38755,-2.00124,-5.1993,-2.56041,-4.4145,-2.48193,-0.65727,0.69651,0.28449,-2.0601
-4.77747,0.14715,-8.41698,0.35316,-4.34583,-1.16739,-4.75785,-2.63889,-0.61803,0.26487,-1.22625,-1.81485
-4.66956,-0.51993,-7.88724,0.8829,-4.84614,-1.94238,-4.56165,-2.40345,-0.31392,-0.01962,-1.23606,-2.4525
-4.77747,-0.85347,-7.74009,0.10791,-5.1993,-2.11896,-5.03253,-2.69775,-0.03924,0.65727,-0.70632,-3.29616
-4.67937,-0.52974,-7.32807,0.67689,-4.0221,-2.16801,-4.10058,-3.08034,0.5886,1.42245,-0.32373,-5.22873
-5.21892,-1.10853,-6.90624,1.71675,-3.57084,-1.06929,-4.23792,-3.4335,1.05948,0.15696,-0.96138,-4.73823
-5.08158,-1.13796,-6.83757,3.06072,-4.19868,-3.30597,-4.1202,-3.19806,1.02024,1.41264,0.13734,-3.73761
-5.75847,-1.77561,-6.93567,1.39302,-3.95343,-3.79647,-4.05153,-4.04172,0.32373,2.12877,0.81423,-3.19806
-6.19011,-2.18763,-6.58251,1.11834,-3.54141,-3.80628,-3.66894,-4.29678,1.34397,2.57022,0.28449,-3.42369
-6.14106,-2.58003,-6.60213,3.30597,-3.66894,-5.74866,-4.24773,-5.35626,1.24587,2.81547,0.53955,-1.81485
-5.82714,-2.79585,-6.77871,4.57146,-3.924,-5.11101,-4.08096,-6.48441,0.62784,2.63889,-0.24525,1.30473
-6.55308,-2.41326,-6.91605,3.51198,-4.27716,-5.37588,-3.67875,-7.72047,0.50031,2.05029,1.28511,2.27592
-6.02334,-1.34397,-6.63156,3.69837,-3.56103,-2.68794,-3.51198,-8.83881,0.79461,1.02024,0.91233,1.55979
-6.02334,-1.3734,-7.14168,3.36483,-3.83571,-4.63032,-3.95343,-9.46665,0.63765,1.06929,0.24525,2.52117
-6.42555,-0.77499,-6.88662,4.13001,-4.57146,-2.88414,-3.52179,-9.35874,-0.15696,0.55917,-0.03924,4.40469
-6.87681,-0.26487,-7.12206,1.58922,-4.43412,-3.24711,-3.89457,-9.37836,0.22563,2.1582,-0.05886,5.14044
-7.01415,-0.54936,-6.12144,1.30473,-4.19868,-2.71737,-4.10058,-8.76033,0.51993,2.69775,-1.68732,3.86514
-7.22997,-0.07848,-6.6708,1.69713,-6.09201,-3.09015,-4.53222,-8.6328,0.46107,2.23668,-2.4525,4.82652
-6.82776,0.62784,-6.0822,2.26611,-6.45498,-3.37464,-5.0031,-9.07425,-1.53036,3.09015,-1.50093,7.14168
-6.45498,1.82466,-5.26797,1.54017,-6.78852,-3.37464,-5.35626,-8.76033,-1.71675,3.0411,-2.75661,7.61256
-6.59232,1.36359,-4.81671,1.5696,-6.73947,-0.44145,-5.25816,-7.13187,-1.26549,2.70756,-2.86452,5.886
-6.85719,1.62846,-5.06196,1.77561,-7.69104,0.04905,-4.8069,-6.69042,-1.55979,1.40283,-4.19868,3.49236
-6.83757,1.46169,-4.99329,1.91295,-7.54389,0.72594,-5.48379,-6.17049,-2.51136,2.19744,-4.65975,4.39488
-6.05277,2.08953,-4.48317,0.91233,-7.64199,1.34397,-5.55246,-5.83695,-3.71799,3.49236,-6.26859,3.15882
-6.39612,2.29554,-4.71861,0.27468,-7.48503,-0.50031,-6.10182,-5.28759,-3.66894,3.3354,-5.75847,2.10915
-6.867,2.14839,-4.78728,1.4715,-9.38817,0.0,-5.90562,-5.16006,-4.07115,2.42307,-5.84676,2.24649
-6.59232,2.11896,-4.17906,2.33478,-8.22078,-2.11896,-6.29802,-5.03253,-5.16006,3.52179,-4.98348,2.79585
-5.95467,2.40345,-3.87495,1.99143,-8.77995,-2.17782,-5.93505,-4.47336,-5.20911,1.63827,-5.69961,2.36421
-6.39612,2.79585,-4.01229,3.6297,-8.27964,-3.29616,-5.62113,-3.99267,-4.01229,0.38259,-4.72842,2.49174
-6.99453,2.6487,-4.82652,2.39364,-9.39798,-2.88414,-5.41512,-3.54141,-4.93443,-0.85347,-4.65975,1.70694
-6.98472,2.81547,-4.73823,2.50155,-8.49546,-2.12877,-4.85595,-3.20787,-5.13063,0.13734,-3.6297,1.05948
-7.74009,3.77685,-5.2974,2.23668,-8.2404,-1.04967,-5.17968,-3.32559,-3.95343,0.4905,-3.60027,1.00062
-8.12268,3.77685,-5.94486,2.85471,-8.41698,-1.71675,-5.1012,-3.59046,-3.64932,0.28449,-2.99205,-0.45126
-8.34831,4.45374,-6.16068,2.27592,-7.95591,0.16677,-4.73823,-4.57146,-3.29616,0.4905,-2.54079,0.27468
-8.81919,5.44455,-6.07239,2.58984,-7.50465,-0.21582,-4.43412,-4.08096,-3.29616,0.92214,-1.32435,-0.08829
-8.99577,5.03253,-5.77809,2.58003,-7.89705,-1.60884,-4.52241,-4.5126,-1.50093,0.18639,-1.19682,-0.21582
-9.30969,6.06258,-6.06258,3.22749,-8.61318,-1.85409,-4.01229,-4.08096,-1.89333,0.61803,-0.63765,-0.36297
-9.57456,4.87557,-6.32745,1.71675,-7.6518,-0.34335,-3.8259,-2.99205,-0.86328,1.20663,0.45126,0.13734
-9.73152,4.08096,-5.77809,1.36359,-6.92586,0.02943,-3.47274,-2.78604,0.14715,2.65851,0.85347,-0.03924
-9.94734,3.78666,-5.92524,1.31454,-7.33788,-1.44207,-3.50217,-3.03129,1.40283,3.4335,0.28449,-1.71675
-10.01601,3.56103,-5.55246,2.17782,-8.09325,0.15696,-3.27654,-2.30535,-0.02943,4.50279,0.54936,-1.63827
-10.40841,2.86452,-5.85657,2.52117,-6.10182,1.11834,-3.09015,-2.21706,-0.11772,5.26797,0.8829,-1.70694
-9.73152,2.14839,-5.73885,3.44331,-6.2784,0.33354,-3.22749,-2.5506,0.86328,6.52365,0.51993,-1.34397
-9.58437,1.80504,-5.62113,3.60027,-5.72904,0.37278,-3.27654,-3.02148,0.8829,6.50403,1.3734,-1.41264
-9.14292,1.88352,-6.03315,5.53284,-6.19992,0.31392,-2.6487,-2.90376,0.08829,5.6898,1.35378,-0.63765
-9.13311,0.85347,-6.33726,5.23854,-5.56227,-0.65727,-3.20787,-2.7468,-0.07848,5.69961,1.84428,-0.52974
-9.49608,-1.24587,-5.91543,5.67018,-5.03253,-2.26611,-2.943,-4.17906,0.57879,6.9651,0.6867,0.90252
-9.32931,-1.05948,-5.97429,3.74742,-5.16987,-3.78666,-2.75661,-5.44455,-0.71613,7.62237,1.44207,1.29492
-9.1233,-0.34335,-5.85657,4.28697,-6.06258,-4.40469,-2.72718,-4.82652,-1.95219,7.38693,0.18639,2.03067
-9.13311,0.36297,-6.35688,4.34583,-4.96386,-4.78728,-2.98224,-5.43474,-2.72718,7.05339,0.13734,2.18763
-8.75052,0.59841,-5.89581,5.27778,-5.97429,-6.29802,-2.91357,-6.28821,-2.53098,7.58313,-0.93195,3.27654
-8.79957,0.92214,-5.64075,4.68918,-5.44455,-5.73885,-3.06072,-6.73947,-3.38445,6.80814,-0.67689,5.61132
-9.00558,1.74618,-6.49422,4.78728,-5.43474,-6.1803,-3.47274,-7.01415,-3.8259,4.88538,-0.36297,6.1803
-8.85843,3.25692,-5.91543,4.64013,-6.25878,-5.82714,-4.15944,-6.90624,-4.46355,5.15025,-2.69775,6.05277
-9.16254,2.41326,-5.3955,5.28759,-6.70023,-4.55184,-4.64994,-6.99453,-4.83633,5.3955,-4.05153,7.26921
-9.38817,3.67875,-5.1993,2.42307,-7.50465,-5.32683,-5.16006,-7.02396,-4.97367,4.2183,-4.25754,8.83881
-8.98596,1.30473,-5.31702,2.08953,-8.18154,-4.44393,-5.91543,-7.78914,-6.17049,4.46355,-4.78728,7.23978
-9.11349,1.48131,-4.95405,2.57022,-7.60275,-4.18887,-6.17049,-7.46541,-7.56351,4.79709,-5.5917,6.35688
-8.42679,1.09872,-3.75723,1.63827,-7.86762,-1.36359,-6.55308,-6.77871,-6.90624,4.60089,-5.70942,5.75847
-8.91729,0.94176,-3.18825,-0.0981,-9.35874,-2.66832,-6.87681,-5.69961,-6.94548,3.69837,-7.52427,6.19992
-8.57394,-0.15696,-2.75661,-0.10791,-8.72109,-1.5696,-6.82776,-4.37526,-7.51446,3.06072,-6.89643,5.17968
-8.32869,-1.00062,-2.50155,-0.54936,-9.23121,-0.83385,-7.4556,-3.86514,-8.6328,2.92338,-7.38693,3.11958
-8.42679,-0.75537,-2.26611,-0.03924,-8.7309,-1.73637,-8.01477,-4.49298,-8.03439,3.44331,-8.25021,2.76642
-8.96634,-0.89271,-2.58984,-0.4905,-10.23183,-2.27592,-8.58375,-3.89457,-7.37712,2.60946,-6.98472,2.11896
-9.14292,-2.08953,-2.66832,0.42183,-9.37836,-1.63827,-8.28945,-4.97367,-7.39674,2.93319,-6.867,0.95157
-8.97615,-2.61927,-2.76642,0.87309,-10.51632,-2.62908,-8.13249,-5.61132,-7.74009,2.59965,-5.20911,-0.69651
-8.68185,-2.60946,-2.50155,0.16677,-9.59418,-0.95157,-8.09325,-6.3765,-6.64137,2.39364,-6.48441,-0.80442
-8.42679,-2.83509,-2.48193,-0.24525,-9.78057,-2.5506,-7.74009,-6.50403,-6.95529,1.54998,-4.75785,-0.47088
-8.86824,-2.60946,-1.87371,-0.87309,-9.17235,-1.57941,-7.53408,-5.67018,-5.67999,1.74618,-4.5126,-2.18763
-9.4176,-1.18701,-2.14839,0.13734,-9.49608,-2.4525,-6.99453,-6.12144,-5.79771,1.06929,-2.76642,-2.28573
-9.95715,-0.36297,-2.85471,0.96138,-10.0062,-3.22749,-7.11225,-5.13063,-5.16987,0.7848,-2.77623,-0.72594
-10.2024,-0.43164,-2.48193,2.7468,-8.77995,-4.52241,-7.20054,-5.06196,-3.88476,0.94176,-1.94238,1.03005
-10.46727,0.32373,-2.81547,2.11896,-8.56413,-3.20787,-6.867,-4.56165,-2.81547,0.59841,-1.1772,0.85347
-10.3986,-0.06867,-2.92338,2.21706,-9.00558,-3.36483,-6.05277,-4.83633,-2.81547,1.24587,-2.0601,0.30411
-10.28088,-1.03005,-2.81547,2.69775,-9.20178,-2.04048,-6.05277,-4.96386,-1.91295,0.95157,-1.26549,0.83385
-10.42803,-0.67689,-2.65851,2.63889,-7.44579,-0.90252,-5.51322,-4.15944,-1.03986,1.03986,-0.33354,2.04048
-10.81062,0.27468,-2.61927,2.68794,-7.43598,0.66708,-4.73823,-3.3354,-0.43164,1.12815,1.33416,2.07972
-10.43784,0.11772,-2.12877,2.59965,-7.04358,-1.09872,-4.0221,-3.0411,-0.52974,2.7468,0.83385,1.46169
-10.47708,0.7848,-2.78604,2.65851,-6.58251,0.45126,-4.81671,-1.71675,-0.02943,3.79647,1.11834,2.30535
-10.2024,1.62846,-2.8449,3.76704,-7.23978,0.63765,-4.73823,-0.42183,-0.42183,4.44393,1.8639,4.26735
-10.42803,0.12753,-3.24711,2.86452,-7.33788,-0.07848,-3.97305,-0.03924,0.26487,4.98348,0.42183,4.7088
-9.43722,-0.2943,-3.21768,3.79647,-6.59232,-2.76642,-3.924,-1.46169,-0.14715,5.97429,1.06929,4.81671
-9.30969,-0.37278,-3.64932,4.13982,-5.89581,-2.44269,-4.84614,-1.72656,-0.01962,6.83757,0.17658,3.7278
-8.64261,-1.06929,-3.77685,4.60089,-5.2974,-2.39364,-4.11039,-2.66832,-0.95157,6.58251,1.94238,5.20911
-8.39736,-0.56898,-3.83571,3.96324,-6.38631,-2.63889,-3.74742,-3.05091,-0.60822,6.14106,-0.21582,4.55184
-7.97553,-1.60884,-3.65913,3.63951,-5.57208,-3.88476,-4.18887,-4.67937,-1.38321,6.31764,-0.90252,4.65975
-8.60337,0.64746,-3.1392,3.11958,-5.11101,-3.61989,-5.17968,-4.28697,-1.77561,5.71923,-0.73575,5.16987
-8.29926,0.85347,-2.97243,4.17906,-5.41512,-3.26673,-5.13063,-4.08096,-2.40345,5.13063,-1.12815,7.20054
