Crack1_30,Crack1_50,Crack2_30,Crack2_50,Crack3_30,Crack3_50,Crack4_30,Crack4_50,Crack5_30,Crack5_50,Crack6_30,Crack6_50
0.76518,2.17782,1.73637,3.00186,-0.51012,2.51136,-0.50031,-3.16863,-2.23668,4.81671,-0.59841,8.22078
0.54936,1.69713,0.76518,2.20725,-1.18701,2.30535,-0.40221,-4.00248,-2.71737,5.36607,1.26549,6.38631
1.01043,1.28511,1.31454,3.31578,-1.4715,2.86452,-1.33416,-4.50279,-2.68794,6.21954,0.63765,6.26859
0.77499,0.74556,0.83385,1.70694,-1.81485,2.71737,-1.52055,-5.03253,-2.73699,6.50403,-0.24525,4.92462
0.64746,-0.21582,0.05886,1.50093,-1.91295,2.72718,-0.97119,-5.56227,-1.83447,7.01415,1.54017,6.7689
-0.3924,-0.43164,-0.25506,2.07972,-1.54998,3.3354,-1.58922,-4.62051,-1.74618,7.28883,1.78542,5.66037
-0.31392,-0.38259,0.44145,2.38383,-1.62846,3.77685,-2.27592,-4.19868,-2.08953,7.49484,2.7468,3.5316
-0.63765,-0.87309,0.94176,1.00062,-1.73637,2.80566,-1.61865,-2.68794,-1.69713,8.21097,2.47212,2.23668
-1.1772,-0.25506,-0.12753,0.67689,-0.8829,2.63889,-1.85409,-2.46231,-1.23606,7.83819,1.59903,2.3544
-1.46169,-0.63765,-0.33354,1.77561,-0.17658,3.28635,-3.22749,-1.45188,-0.5886,7.02396,2.37402,1.8639
-1.03005,-0.0981,-0.61803,1.98162,-0.91233,3.89457,-2.78604,-1.13796,-1.68732,6.867,2.12877,-0.46107
-0.82404,-0.31392,-0.92214,2.00124,-0.8829,1.46169,-2.17782,-2.0601,-0.54936,6.62175,2.44269,0.70632
-1.11834,1.33416,-1.03986,2.09934,-0.67689,0.66708,-2.4525,-1.45188,-0.63765,5.55246,1.31454,1.09872
-0.981,1.24587,-1.20663,2.77623,-0.94176,1.77561,-2.77623,-0.85347,-0.99081,4.88538,3.19806,0.85347
-0.15696,0.69651,-0.73575,0.95157,-1.54017,2.79585,-1.79523,-0.00981,-0.84366,4.26735,2.07972,0.30411
-0.43164,1.8639,-0.6867,0.97119,-0.99081,2.42307,-2.0601,0.80442,-0.85347,2.12877,2.92338,1.61865
-0.12753,2.53098,-1.14777,-0.22563,-1.89333,-0.3924,-2.58984,1.33416,-1.02024,1.60884,2.7468,1.57941
0.31392,3.79647,-1.20663,0.43164,-1.8639,0.64746,-2.00124,2.34459,-0.87309,-0.11772,3.21768,1.87371
0.26487,2.18763,-1.48131,0.2943,-2.90376,0.63765,-0.75537,1.79523,-0.52974,-1.08891,1.82466,2.61927
0.53955,2.60946,-1.59903,0.99081,-2.58984,-0.57879,-1.04967,2.01105,-0.8829,-2.30535,1.18701,4.03191
0.89271,2.1582,-1.88352,1.32435,-3.42369,-0.34335,-0.52974,1.2753,-0.37278,-2.78604,2.32497,4.81671
1.52055,1.4715,-1.18701,0.36297,-2.80566,3.77685,0.55917,1.64808,-1.19682,-3.52179,1.94238,5.15025
0.92214,0.30411,-1.09872,-0.53955,-3.37464,2.19744,1.45188,2.30535,-0.40221,-3.84552,1.11834,6.79833
1.00062,-0.21582,-0.01962,0.5886,-2.26611,1.58922,1.35378,3.75723,0.46107,-4.71861,2.04048,7.99515
0.33354,-0.94176,-0.37278,-0.36297,-2.18763,0.63765,1.42245,2.61927,-0.47088,-4.01229,2.81547,6.95529
0.3924,-0.97119,0.67689,-0.57879,-1.99143,3.66894,1.60884,2.943,-1.34397,-3.59046,2.6487,7.80876
0.21582,-1.15758,0.89271,0.96138,-1.16739,2.88414,2.42307,2.30535,-1.03005,-4.26735,2.62908,7.03377
-0.67689,-0.14715,0.47088,2.18763,-0.74556,1.49112,2.52117,2.53098,-0.7848,-3.30597,2.24649,6.84738
-0.74556,-0.50031,0.67689,2.81547,-0.62784,3.12939,2.31516,1.45188,-0.69651,-2.48193,1.72656,5.81733
-0.01962,0.26487,1.50093,2.69775,-0.10791,3.91419,2.0601,1.26549,-1.14777,-1.97181,2.10915,7.48503
-0.7848,0.06867,1.74618,3.1392,0.24525,1.49112,2.06991,0.80442,-1.90314,-1.19682,1.59903,6.867
-1.15758,0.59841,1.77561,2.28573,0.42183,2.39364,1.46169,0.4905,-1.14777,-0.93195,1.84428,6.79833
-0.6867,0.83385,2.30535,1.8639,0.30411,1.58922,0.59841,-0.84366,-1.84428,-0.00981,1.23606,6.92586
-0.11772,2.0601,2.87433,1.32435,0.12753,2.21706,0.41202,-0.96138,-2.77623,1.03986,2.66832,6.77871
-0.52974,2.17782,3.18825,1.36359,-0.12753,2.78604,-0.36297,-1.33416,-2.79585,1.21644,0.92214,5.76828
-0.15696,2.5506,2.39364,2.00124,-0.52974,2.18763,-1.0791,-2.57022,-2.10915,1.84428,1.04967,5.54265
0.11772,2.63889,1.25568,2.77623,-1.11834,4.32621,-1.44207,-2.37402,-3.17844,3.55122,1.10853,6.13125
0.79461,2.33478,1.94238,1.77561,-1.75599,4.91481,-0.82404,-3.05091,-2.8449,3.86514,2.80566,4.26735
0.01962,2.05029,2.28573,1.12815,-2.14839,4.69899,-1.92276,-3.4335,-2.57022,3.89457,-0.92214,4.24773
0.12753,1.55979,1.08891,0.13734,-1.97181,4.17906,-2.2563,-1.84428,-2.34459,4.01229,0.17658,3.11958
0.46107,0.46107,0.8829,0.37278,-2.943,5.52303,-1.99143,-0.67689,-2.08953,4.89519,1.88352,4.23792
0.20601,-0.54936,1.36359,-0.77499,-2.07972,2.46231,-2.06991,-0.40221,-1.83447,4.79709,1.4715,3.64932
0.3924,0.32373,1.22625,0.82404,-2.3544,0.91233,-3.25692,-0.22563,-1.46169,5.27778,0.51012,3.97305
0.33354,-1.46169,0.48069,-0.30411,-2.02086,2.24649,-2.3544,2.13858,-1.25568,6.29802,2.16801,3.24711
0.59841,-0.50031,0.0981,-0.67689,-2.42307,2.63889,-1.21644,1.6677,-0.63765,6.16068,2.92338,3.7278
-0.27468,-1.84428,0.13734,-1.29492,-1.65789,-0.1962,-1.89333,1.53036,-0.90252,5.74866,0.16677,2.6487
0.03924,-0.67689,-1.09872,-0.04905,-2.14839,2.79585,-1.50093,1.97181,-0.26487,5.17968,-1.54017,1.20663
0.84366,-1.8639,-1.61865,-1.88352,-1.40283,1.81485,-1.43226,2.4525,0.35316,5.36607,1.77561,-0.06867
0.13734,-1.78542,-1.42245,-0.89271,-1.34397,0.981,-0.48069,1.98162,0.40221,5.48379,2.04048,1.40283
0.10791,-0.6867,-1.55979,-2.09934,-0.79461,0.46107,-0.80442,1.09872,0.08829,3.924,-0.41202,1.69713
0.72594,-0.4905,-2.28573,-1.60884,-0.44145,-0.77499,-0.37278,0.67689,0.3924,3.77685,-0.95157,2.4525
0.37278,0.54936,-1.44207,-2.92338,-0.40221,-0.20601,-0.0981,0.28449,-0.10791,2.66832,0.65727,2.27592
0.61803,0.7848,-1.32435,-1.93257,-0.95157,1.13796,0.15696,-0.77499,-0.34335,1.98162,1.53036,3.28635
1.23606,1.77561,-1.54998,-1.99143,-1.1772,-0.76518,0.62784,0.59841,-1.87371,-0.32373,-0.28449,2.7468
1.03986,1.39302,-1.3734,-0.99081,-0.76518,1.77561,1.03005,-0.55917,0.47088,0.08829,2.17782,4.73823
1.24587,1.45188,-0.27468,-0.66708,-0.55917,1.7658,0.35316,0.47088,-1.23606,-1.58922,0.69651,4.30659
0.92214,0.4905,-0.05886,0.00981,-0.06867,3.21768,1.23606,-0.18639,-1.05948,-2.26611,0.20601,4.69899
1.57941,-0.12753,0.41202,0.80442,-1.03005,3.51198,1.22625,0.22563,-0.57879,-2.39364,-1.48131,4.64994
1.28511,-0.30411,0.13734,0.33354,-0.17658,1.63827,0.85347,0.28449,-0.38259,-2.8449,-1.13796,7.14168
1.03986,0.14715,1.29492,1.1772,-0.53955,2.943,1.01043,0.92214,-1.52055,-3.02148,-0.0981,7.02396
0.81423,-0.86328,0.81423,2.04048,0.63765,4.49298,1.49112,1.59903,-2.10915,-2.62908,-1.52055,7.39674
0.48069,0.20601,1.7658,2.06991,0.01962,2.59965,0.72594,2.69775,-0.03924,-2.89395,1.3734,7.3575
-0.4905,-0.50031,2.01105,2.93319,1.72656,2.87433,-0.02943,3.30597,-0.30411,-2.44269,1.78542,8.61318
0.03924,-0.34335,2.57022,4.04172,1.18701,4.01229,0.18639,3.84552,-2.62908,-1.39302,0.53955,7.32807
-0.42183,-0.42183,1.78542,3.94362,1.30473,3.87495,0.34335,3.6297,-3.18825,-0.26487,-1.64808,6.40593
-0.7848,0.10791,2.69775,4.73823,1.91295,3.71799,-0.72594,3.55122,-0.55917,0.25506,-2.40345,6.61194
-1.20663,0.3924,2.86452,5.89581,2.32497,4.73823,-1.05948,2.47212,-1.09872,0.86328,-1.61865,6.24897
-0.84366,0.85347,2.22687,5.65056,1.68732,3.38445,-0.81423,3.35502,-2.08953,1.65789,-2.47212,7.11225
-0.91233,1.60884,1.95219,4.77747,1.93257,5.1012,-0.74556,2.6487,-2.52117,2.8449,-2.43288,4.69899
-1.24587,1.43226,2.65851,4.34583,2.57022,5.35626,-1.72656,3.01167,-1.74618,3.09996,-0.90252,4.78728
-1.02024,1.67751,2.79585,3.14901,1.87371,4.73823,-1.89333,2.57022,-2.90376,2.92338,-0.22563,3.6297
-1.01043,1.34397,3.0411,2.53098,2.00124,5.20911,-1.91295,2.37402,-2.37402,4.39488,-0.51012,2.52117
-1.57941,1.88352,2.07972,3.25692,0.80442,5.0031,-1.89333,2.99205,-2.11896,4.20849,-2.92338,0.86328
-0.51993,2.93319,2.32497,4.49298,1.16739,6.83757,-2.80566,3.28635,-1.84428,3.80628,-0.31392,1.3734
-0.21582,2.90376,2.24649,4.46355,-0.03924,5.71923,-2.88414,2.92338,-2.31516,4.34583,0.30411,1.08891
-0.44145,1.93257,1.21644,3.78666,-0.62784,3.89457,-2.43288,2.52117,-1.48131,4.91481,-0.5886,0.2943
0.04905,2.51136,0.81423,2.48193,-1.3734,2.83509,-1.93257,4.22811,-0.47088,4.78728,-2.6487,0.77499
1.15758,2.30535,0.59841,1.05948,-1.05948,2.95281,-2.80566,4.33602,-0.96138,3.96324,-0.31392,0.1962
0.61803,2.37402,0.82404,1.08891,-1.16739,0.67689,-2.65851,4.3164,-2.42307,2.92338,-0.0981,-0.46107
0.71613,0.57879,-0.03924,-1.23606,-0.42183,0.43164,-1.70694,3.75723,-0.30411,3.03129,0.21582,0.55917
0.96138,1.89333,-0.45126,-1.04967,-0.31392,1.1772,-1.73637,3.56103,1.04967,2.23668,-0.69651,0.26487
1.57941,2.30535,-0.60822,-1.5696,-0.04905,0.65727,-1.81485,3.06072,-0.04905,1.10853,2.61927,1.35378
1.7658,3.01167,-1.09872,-1.29492,0.04905,0.02943,-0.86328,2.41326,0.81423,1.49112,-0.64746,1.84428
1.42245,1.62846,-1.02024,-1.60884,-0.18639,-2.81547,-0.2943,1.85409,1.71675,2.28573,-1.59903,2.46231
2.52117,2.56041,-1.69713,-0.63765,-0.25506,-3.61989,-0.70632,1.92276,2.34459,0.2943,-0.57879,1.88352
2.60946,3.09015,-1.51074,-1.28511,0.83385,-2.38383,-0.31392,2.04048,1.05948,-0.13734,-0.54936,1.6677
2.32497,1.92276,-2.11896,-2.39364,1.22625,-3.80628,0.95157,0.73575,2.44269,-0.96138,0.86328,2.1582
2.76642,2.68794,-1.58922,-3.1392,1.94238,-4.0221,0.4905,1.03005,1.77561,-1.65789,0.3924,4.59108
2.29554,2.91357,-1.39302,-2.79585,1.26549,-1.15758,0.8829,1.26549,1.69713,-2.49174,1.24587,3.7278
2.79585,3.54141,-1.28511,-3.99267,1.52055,-2.12877,1.58922,0.71613,1.42245,-2.07972,1.30473,4.28697
2.83509,2.87433,-1.12815,-2.53098,1.36359,-1.74618,1.59903,0.35316,1.28511,-2.13858,0.16677,5.17968
1.962,2.57022,-0.85347,-2.30535,-0.21582,-0.74556,1.7658,0.0981,0.87309,-1.88352,1.5696,5.66037
2.39364,3.28635,-0.91233,-0.43164,-0.05886,-0.23544,1.6677,0.6867,0.25506,-2.88414,2.13858,3.74742
2.38383,3.22749,-0.12753,-1.34397,-0.38259,-1.75599,1.88352,2.44269,-0.00981,-2.85471,2.92338,3.39426
1.62846,3.32559,0.08829,0.8829,-0.981,0.32373,1.60884,2.73699,-0.08829,-2.03067,1.60884,3.80628
0.59841,2.943,0.30411,0.90252,-1.55979,-0.53955,1.53036,4.15944,-0.84366,-1.63827,1.15758,5.62113
1.53036,3.21768,1.12815,1.14777,-1.16739,1.0791,1.06929,4.0221,-1.65789,-0.92214,3.63951,6.12144
0.44145,4.1202,0.92214,1.0791,-1.16739,0.83385,0.57879,3.95343,-1.03986,-0.11772,4.59108,6.39612
0.04905,3.68856,1.3734,1.49112,-0.981,0.8829,1.00062,3.97305,0.31392,0.14715,2.92338,6.03315
-0.32373,3.14901,0.96138,1.49112,-0.4905,2.13858,0.51012,4.7088,-0.94176,0.8829,3.12939,6.16068
-0.72594,2.36421,0.69651,1.94238,-0.26487,4.45374,0.21582,4.01229,-1.1772,1.36359,4.20849,5.67018
-0.72594,3.94362,1.23606,3.55122,-0.06867,1.48131,-0.66708,4.77747,-0.20601,1.57941,4.19868,5.1993
-0.96138,3.27654,1.30473,2.76642,-0.05886,3.4335,0.0981,5.02272,0.21582,1.82466,3.31578,3.20787
-1.69713,4.01229,0.72594,2.58984,0.63765,1.42245,-0.94176,4.23792,-0.77499,2.56041,3.97305,1.11834
-1.00062,3.84552,1.12815,2.89395,0.70632,2.52117,-1.09872,4.59108,-1.19682,2.51136,3.58065,1.62846
-0.51012,4.37526,1.69713,4.06134,1.12815,1.77561,-1.32435,5.30721,0.55917,3.14901,4.81671,2.1582
-0.96138,4.33602,1.08891,2.85471,1.38321,4.00248,-0.86328,4.73823,0.1962,3.94362,3.19806,1.2753
-1.31454,3.20787,0.33354,1.69713,1.52055,4.32621,-1.57941,4.75785,-0.04905,4.38507,4.0221,1.33416
0.73575,2.82528,0.28449,1.10853,1.39302,4.64994,-1.5696,4.68918,-0.53955,4.06134,3.38445,-0.37278
0.28449,3.07053,0.30411,1.59903,0.5886,3.39426,-1.18701,5.67018,-0.50031,3.73761,3.77685,-1.62846
0.21582,3.1392,0.27468,0.14715,-0.30411,3.06072,-0.981,5.08158,-0.30411,3.90438,2.1582,-2.59965
0.26487,2.1582,-0.24525,0.89271,0.13734,4.28697,-1.03005,5.56227,0.17658,2.92338,3.15882,-1.80504
0.71613,2.12877,-0.81423,0.76518,-1.18701,1.78542,-0.86328,5.02272,-0.25506,2.72718,3.51198,-2.77623
0.86328,2.27592,-1.10853,0.16677,-1.71675,2.943,-1.19682,5.95467,0.71613,2.37402,0.8829,-2.51136
0.35316,2.53098,-1.94238,0.13734,-1.73637,3.37464,-0.77499,5.95467,0.04905,2.44269,1.05948,-2.95281
1.54017,1.41264,-1.40283,-1.09872,-1.60884,1.5696,-0.74556,5.41512,0.10791,1.33416,0.62784,-1.59903
1.91295,0.51012,-2.41326,-1.06929,-2.09934,1.29492,-1.2753,4.62051,-0.27468,1.13796,1.09872,-1.77561
1.30473,0.69651,-2.81547,-2.63889,-1.98162,1.65789,-1.16739,4.86576,0.17658,0.67689,1.22625,-1.2753
1.32435,0.59841,-2.69775,-2.00124,-0.8829,-0.74556,-0.65727,3.79647,0.54936,-0.40221,1.63827,-0.10791
1.83447,2.03067,-2.18763,-3.63951,-0.75537,-0.66708,-1.10853,4.25754,0.6867,-1.28511,0.56898,-0.18639
2.18763,2.02086,-2.69775,-3.35502,-1.40283,-1.84428,-1.15758,2.39364,0.73575,-2.05029,1.49112,0.65727
1.53036,2.78604,-2.65851,-2.79585,-0.90252,-2.29554,-1.10853,1.92276,2.04048,-1.78542,-0.46107,2.04048
2.07972,2.10915,-2.86452,-1.63827,-0.59841,-1.52055,-1.11834,1.20663,1.57941,-2.17782,-1.42245,3.03129
2.47212,2.31516,-2.63889,-1.44207,-0.46107,-1.40283,-1.05948,0.13734,0.75537,-2.21706,-0.4905,3.31578
1.62846,1.64808,-3.12939,-0.13734,-0.35316,-1.10853,-1.19682,0.21582,0.22563,-3.05091,1.54998,2.75661
1.91295,1.63827,-3.01167,-0.07848,0.45126,-0.21582,-1.02024,0.36297,0.31392,-3.07053,0.6867,4.4145
3.07053,1.30473,-2.03067,0.32373,0.84366,-0.86328,-0.17658,1.28511,-0.21582,-1.97181,1.10853,5.07177
2.58003,1.33416,-0.981,1.95219,0.35316,-1.49112,-1.11834,1.36359,-1.04967,-1.43226,1.77561,5.56227
2.21706,1.62846,-0.50031,1.59903,0.16677,-0.22563,-0.7848,2.48193,0.92214,-1.54998,2.58003,5.96448
2.10915,1.51074,-0.3924,2.13858,0.47088,0.41202,0.11772,1.5696,1.19682,-0.51993,3.3354,7.82838
1.82466,1.7658,0.44145,2.93319,-0.50031,1.02024,-0.42183,2.85471,0.48069,0.75537,1.59903,7.90686
1.44207,1.26549,0.65727,4.18887,-1.32435,3.73761,-0.87309,3.06072,0.7848,0.27468,1.95219,7.05339
0.97119,1.31454,0.20601,3.61008,-0.96138,4.905,-1.29492,3.22749,0.07848,1.02024,1.8639,7.19073
0.62784,1.18701,-0.06867,3.0411,-1.09872,4.87557,-0.93195,4.20849,-0.32373,1.01043,2.02086,6.26859
0.76518,1.15758,0.17658,3.44331,-0.96138,6.1803,-1.03986,4.94424,-0.66708,2.12877,1.74618,5.16987
0.34335,1.54998,1.25568,2.21706,-0.96138,5.07177,-1.67751,6.25878,-1.46169,2.58003,1.11834,3.83571
0.44145,3.38445,0.84366,1.52055,-1.10853,3.95343,-1.61865,5.92524,-0.14715,2.87433,3.52179,5.03253
0.16677,4.57146,1.3734,0.48069,-1.02024,4.24773,-1.91295,5.79771,-0.08829,3.21768,2.69775,3.70818
-0.6867,4.92462,1.26549,0.7848,-1.22625,4.73823,-1.90314,5.63094,-0.42183,4.76766,2.78604,2.75661
-0.28449,5.07177,0.11772,-0.86328,-1.38321,5.91543,-2.60946,5.6898,-0.47088,3.29616,0.51993,1.25568
-0.64746,5.4936,0.54936,-0.89271,-1.19682,6.65118,-1.12815,5.15025,-0.69651,4.24773,0.48069,1.18701
-0.81423,5.85657,0.45126,-2.61927,-0.43164,6.02334,-1.77561,5.70942,-1.46169,3.26673,0.5886,-1.1772
-0.43164,4.91481,-0.8829,-2.31516,-1.79523,6.867,-1.45188,4.66956,-1.962,3.61008,1.25568,-0.92214
0.06867,5.60151,-0.48069,-3.37464,-0.59841,4.24773,-0.55917,5.16006,-1.06929,3.12939,1.55979,-1.57941
-0.60822,5.31702,-0.37278,-2.72718,-1.55979,2.92338,-0.67689,5.07177,-0.92214,4.22811,2.53098,-2.87433
-0.28449,5.52303,-0.80442,-2.92338,-1.6677,4.17906,-0.54936,6.30783,-0.75537,4.92462,1.48131,-3.03129
-0.1962,5.31702,-0.7848,-1.962,-2.04048,3.90438,-0.79461,5.71923,-2.20725,4.49298,2.07972,-2.72718
-0.36297,4.37526,-1.40283,-1.52055,-1.20663,3.16863,-0.10791,6.29802,-0.87309,4.77747,0.21582,-1.70694
-0.3924,3.20787,-0.981,-1.1772,-1.87371,2.99205,0.43164,6.0822,0.2943,4.34583,0.90252,-2.80566
-0.16677,2.71737,-1.09872,0.3924,-1.69713,2.61927,0.01962,5.886,0.0,4.48317,0.22563,-2.90376
-0.43164,1.7658,-1.41264,0.91233,-1.7658,3.68856,-0.13734,6.867,-0.32373,2.83509,0.67689,-1.52055
0.42183,2.46231,-1.05948,1.10853,-1.41264,2.81547,1.18701,4.74804,1.14777,2.37402,1.14777,-0.48069
0.36297,2.32497,-1.4715,1.82466,-2.05029,1.48131,1.05948,4.77747,0.99081,2.28573,2.5506,-1.46169
0.05886,3.39426,-1.50093,2.48193,-2.61927,2.33478,-0.06867,5.0031,1.20663,2.61927,1.77561,0.14715
0.37278,3.26673,-1.62846,2.39364,-1.10853,1.71675,0.64746,5.45436,0.42183,1.98162,0.7848,0.71613
0.67689,4.79709,-1.7658,2.80566,-1.22625,0.981,0.91233,3.83571,1.79523,1.64808,1.62846,0.51012
-0.28449,5.93505,-2.38383,2.33478,-1.73637,0.73575,0.74556,4.68918,1.30473,0.981,1.84428,0.62784
0.17658,6.58251,-2.39364,3.95343,-1.29492,1.58922,0.34335,3.11958,1.0791,-0.70632,1.05948,2.67813
0.44145,5.64075,-2.58984,3.12939,-0.11772,0.7848,-0.35316,2.26611,0.12753,-1.15758,0.38259,3.79647
0.71613,6.55308,-2.69775,3.93381,-0.1962,1.36359,0.83385,0.63765,2.31516,-2.04048,0.6867,4.14963
0.73575,6.97491,-2.48193,2.76642,-1.10853,0.0981,0.8829,0.70632,2.2563,-1.38321,3.58065,5.08158
0.28449,6.74928,-1.42245,2.99205,-0.84366,-1.94238,0.27468,-0.15696,1.55979,-1.94238,2.22687,5.82714
-0.01962,6.58251,-1.42245,2.30535,-1.0791,0.46107,0.3924,-0.80442,0.96138,-1.42245,1.962,6.73947
0.67689,6.64137,-1.73637,4.15944,-1.24587,1.36359,1.2753,-0.71613,1.6677,-1.13796,3.10977,6.38631
0.21582,7.1613,-1.58922,3.40407,-1.21644,2.37402,1.18701,-0.52974,-0.03924,-1.12815,3.71799,6.99453
0.25506,5.87619,-1.03005,3.68856,-0.31392,2.75661,-0.15696,-0.46107,-0.35316,-2.61927,1.12815,6.64137
0.63765,4.905,-0.59841,2.57022,0.25506,1.72656,0.61803,0.95157,-0.28449,-2.50155,1.03005,7.4556
0.53955,4.98348,-0.56898,4.54203,-0.40221,3.17844,0.74556,2.21706,0.89271,-2.67813,0.55917,6.54327
0.43164,3.924,-0.06867,3.67875,0.02943,2.00124,1.26549,2.17782,0.13734,-3.44331,2.23668,7.85781
0.8829,4.17906,0.97119,4.55184,0.32373,1.33416,0.4905,3.38445,0.0981,-2.4525,1.59903,6.83757
0.00981,4.35564,0.59841,3.16863,0.13734,3.10977,0.10791,4.42431,0.51012,-1.77561,4.04172,5.03253
0.4905,5.14044,1.16739,3.11958,-0.1962,4.17906,0.52974,5.83695,0.05886,-1.88352,1.95219,3.1392
0.70632,4.56165,1.41264,2.13858,-0.12753,5.32683,0.54936,6.5727,-1.30473,-1.74618,3.01167,2.96262
0.23544,5.79771,0.66708,2.69775,-0.01962,5.53284,0.32373,7.41636,-0.93195,-1.97181,1.41264,3.18825
0.61803,6.71985,0.87309,0.981,0.55917,6.26859,0.51993,9.08406,-1.69713,-1.23606,2.58984,0.76518
0.00981,7.30845,1.25568,0.56898,0.16677,5.91543,-0.15696,7.76952,-1.1772,-1.34397,1.51074,-0.55917
0.05886,7.90686,1.20663,-0.67689,0.3924,5.93505,-0.28449,8.22078,-1.38321,-0.21582,0.00981,-1.23606
-0.20601,7.24959,0.60822,-0.25506,-0.32373,5.03253,-0.37278,8.07363,-0.24525,1.18701,-1.01043,-1.73637
-0.63765,7.96572,0.37278,-2.37402,-0.59841,5.50341,0.62784,8.31888,-0.76518,2.70756,-0.27468,-3.05091
-1.26549,6.09201,0.30411,-2.90376,-0.981,5.31702,-0.55917,9.09387,0.13734,4.19868,-1.29492,-2.81547
-0.91233,4.78728,-0.53955,-2.54079,-1.36359,5.07177,0.32373,8.80938,0.54936,4.54203,0.6867,-4.34583
-0.77499,3.28635,-0.86328,-2.44269,-1.6677,3.46293,0.34335,9.27045,0.23544,4.09077,0.4905,-4.36545
-1.2753,4.33602,-0.981,-2.48193,-1.54017,3.61989,0.80442,9.20178,0.30411,3.47274,-1.36359,-5.01291
-1.03986,4.19868,-0.71613,-2.08953,-1.14777,3.64932,-0.06867,9.06444,0.84366,4.07115,-0.44145,-4.27716
-0.99081,3.27654,-0.75537,-2.09934,-1.73637,1.98162,0.84366,8.68185,0.42183,3.02148,0.31392,-4.18887
-1.57941,2.70756,-0.95157,-1.57941,-1.16739,2.08953,1.19682,7.62237,1.46169,3.05091,-1.22625,-3.29616
-1.19682,3.2373,-0.90252,-1.97181,-0.42183,2.1582,1.54017,8.2404,0.76518,4.08096,-2.75661,-3.924
-1.52055,2.21706,-0.41202,0.05886,-0.91233,0.0,0.89271,8.66223,0.91233,4.25754,0.2943,-2.69775
-0.83385,2.77623,-1.33416,1.58922,0.11772,-1.38321,1.31454,7.72047,1.92276,3.22749,-0.48069,-0.85347
-0.46107,3.88476,-1.32435,2.76642,0.55917,-1.8639,1.50093,7.77933,2.11896,2.14839,1.09872,-0.44145
-0.3924,3.54141,-0.83385,3.68856,0.50031,0.11772,0.83385,7.12206,2.3544,1.61865,0.03924,0.24525
-0.64746,3.89457,-0.06867,4.68918,1.05948,-0.36297,0.22563,8.11287,0.90252,0.96138,2.40345,0.90252
-0.36297,3.95343,-0.22563,4.99329,1.14777,0.66708,1.06929,7.19073,1.33416,1.34397,0.33354,1.92276
0.28449,5.53284,0.73575,4.50279,1.34397,0.72594,0.07848,6.36669,1.61865,-0.28449,-0.59841,0.85347
0.21582,4.99329,1.09872,5.31702,0.83385,0.15696,0.53955,5.17968,0.95157,0.981,0.73575,0.17658
0.22563,6.19992,0.65727,5.80752,0.60822,0.03924,-0.32373,5.25816,-0.81423,1.04967,-1.25568,0.44145
1.22625,6.49422,1.04967,5.75847,0.71613,2.14839,-0.23544,3.7278,1.42245,0.06867,-2.4525,1.59903
0.81423,7.42617,0.87309,6.10182,0.99081,1.21644,-0.84366,2.82528,1.04967,-0.8829,-3.71799,1.4715
0.92214,6.6708,0.92214,6.94548,0.83385,1.31454,-0.24525,2.93319,0.38259,-1.33416,0.1962,2.47212
1.12815,6.02334,1.49112,5.72904,1.82466,0.74556,-0.2943,4.2183,-0.36297,-1.42245,0.13734,1.38321
1.16739,6.26859,1.13796,4.23792,0.96138,2.0601,-0.25506,3.99267,0.4905,-2.51136,-1.75599,1.24587
1.32435,5.82714,1.78542,4.24773,0.89271,3.55122,-1.03986,2.91357,0.43164,-2.48193,-1.04967,-0.56898
0.94176,6.11163,1.72656,3.83571,1.0791,1.19682,-0.5886,4.84614,-0.30411,-2.72718,0.25506,-0.11772
1.98162,6.11163,1.85409,2.60946,1.60884,1.12815,-0.31392,5.94486,0.01962,-2.61927,-3.58065,-0.43164
1.69713,5.7879,1.34397,1.48131,0.5886,2.68794,-0.72594,4.57146,0.70632,-3.10977,-3.09996,-0.57879
0.64746,5.70942,1.98162,1.49112,0.51012,3.66894,-0.66708,4.99329,-1.04967,-3.65913,-2.18763,0.75537
1.59903,5.22873,2.36421,1.55979,1.67751,3.25692,0.26487,6.70023,-0.2943,-2.93319,-0.981,0.14715
1.44207,5.74866,1.92276,1.65789,2.36421,3.75723,0.28449,6.68061,0.61803,-3.24711,-2.75661,0.91233
1.13796,5.53284,1.94238,-0.02943,2.12877,2.11896,-0.06867,8.57394,0.46107,-3.26673,0.27468,-0.70632
0.4905,5.05215,2.23668,-2.05029,2.36421,3.83571,-0.55917,8.54451,0.20601,-2.09934,2.06991,-0.46107
1.21644,5.45436,1.39302,-3.2373,2.24649,2.66832,-0.85347,10.77138,0.17658,-2.0601,-1.08891,-1.73637
0.74556,6.04296,1.34397,-3.39426,1.21644,2.90376,-0.56898,10.0062,0.2943,-1.63827,0.21582,-2.34459
-0.16677,7.1613,0.6867,-3.68856,1.14777,3.70818,-0.54936,10.47708,-0.5886,-0.71613,1.13796,-3.94362
-0.48069,5.76828,0.96138,-4.35564,0.89271,4.94424,-1.33416,8.95653,0.06867,0.02943,1.01043,-2.72718
0.05886,5.62113,0.22563,-5.44455,0.76518,4.38507,-1.01043,8.72109,1.88352,-1.04967,-2.72718,-3.56103
-0.84366,6.21954,-0.59841,-5.14044,-0.11772,6.69042,-0.81423,7.22997,0.24525,-0.53955,-0.03924,-3.8259
