RMS,Standard_Deviation,Peak_to_Peak
3.3101979196567686,2.3539557830936415,6.082199999999999
1.6582237385980216,1.3428369566965306,3.5119800000000003
2.89532972194878,2.169041062515876,5.9841
1.328914079897568,1.3247266020088824,3.74742
1.6763957264172442,1.8263724303191833,4.914809999999999
2.1789281302397288,2.1923400349558007,4.71861
1.0119844354040235,1.0187989245577362,2.60946
1.2246401032140013,0.8618444655272782,1.962
1.176395850341202,1.2853071833456777,3.25692
1.8282911852464856,1.4437629552353806,4.07115
1.7555195319477366,1.9120132090835564,5.06196
2.0606760623154723,1.9870872796835068,5.75847
1.916003754863231,2.0950211439768336,4.92462
2.777177329538033,2.6894051335416167,7.90686
1.7240080714573234,1.8182643800586316,5.3072099999999995
3.0347617255148713,3.277417593549836,9.10368
1.5691758645703164,1.7168835976588512,4.08096
1.935895235698461,1.4345784796378342,3.03129
1.5094335584913965,1.3385480485660575,3.63951
1.2251769705230342,1.3028182309593306,3.58065
1.6754530371216017,1.8080941552916983,4.17906
1.4641294911482385,1.5252126222235378,3.34521
2.2169225399864563,2.255947381141679,5.8663799999999995
1.7109944950232892,1.7967000047086326,5.08158
1.9202224071185088,1.6275851384919928,4.38507
1.7077713923561315,1.5449602862177396,4.35564
1.5994662748398292,1.7025791277206475,4.65975
2.0952791331705662,2.2799053468510486,6.19011
2.154733989568086,2.3319424437665695,6.36669
1.5842922211984758,1.6148394328322555,4.669560000000001
1.5249949225817114,1.6593115503123577,5.14044
1.3046992665553239,1.4228998357684914,3.27654
2.2691443969919587,2.192432947289381,5.89581
1.3723426822954972,0.27682631094243915,0.83385
1.391320635996606,1.320418954661739,3.6395100000000005
0.7850145644190304,0.7874055435352231,2.27592
1.5013199983514507,1.2936224976823802,3.46293
2.7345041399310404,2.331595761396044,6.54327
1.374975703239879,1.5012783321289893,3.6983699999999997
1.9495097178265104,2.066881096696179,4.10058
2.3850206285900337,2.612619906316263,7.47522
1.7406646465502769,1.8831972301567355,4.76766
2.37943904240054,2.15826242636988,6.49422
1.0958696509621937,1.0489026447483103,2.8645199999999997
2.124610625467641,1.0938289304045674,2.8449
1.8350819300238341,1.7961571540263397,4.48317
2.253718066196391,2.3169522638932376,5.24835
4.6630756080134494,2.2770254707468687,6.337260000000001
1.5239848945117533,1.397379319812627,3.6297
1.0278676882264566,1.1241249849905481,3.0312900000000003
0.44641788018626666,0.43290527055003614,1.02024
2.558724330169235,1.494377835836707,4.37526
2.82478605057091,2.0783467636080366,4.86576
1.15607565386094,1.162117239296449,2.97243
1.4078403880412012,1.5387092627133951,4.11039
2.1561106477405096,1.1686011952073299,2.6585099999999997
1.9138762757425047,2.0701974610819134,5.24835
3.5009194826216725,3.2418312288334814,8.691659999999999
2.4630134055055404,0.9779148086208737,2.62908
1.4684339056627642,1.5808737130586998,4.33602
1.354318968799448,1.4307911063568994,4.22811
2.3189880005511023,2.5362799624725976,6.54327
0.9500602198018818,0.9816554160549413,3.0705299999999998
1.6837753611007615,1.7870443791999124,4.30659
1.1108065340778295,1.0762498496864006,2.37402
